"GEOID","census_tract","borough","total_population","never_married","now_married","divorced"
36081018501,"Census Tract 185.01, Queens County, New York"," Queens County",3685,0.419047619047619,0.467980295566502,0.0768472906403941
36081018502,"Census Tract 185.02, Queens County, New York"," Queens County",3557,0.509006004002668,0.410273515677118,0.0580386924616411
36081018600,"Census Tract 186, Queens County, New York"," Queens County",1908,0.478745644599303,0.365853658536585,0.0529616724738676
36081018700,"Census Tract 187, Queens County, New York"," Queens County",3074,0.457174638487208,0.453466814979607,0.057100482017056
36081018800,"Census Tract 188, Queens County, New York"," Queens County",1476,0.446519524617997,0.411714770797963,0.0823429541595925
36081018900,"Census Tract 189, Queens County, New York"," Queens County",3470,0.425962815405046,0.416666666666667,0.0710491367861886
36081019000,"Census Tract 190, Queens County, New York"," Queens County",2291,0.429173249078462,0.454449710373881,0.0668773038441285
36081019200,"Census Tract 192, Queens County, New York"," Queens County",2009,0.412190706095353,0.423053711526856,0.0802655401327701
36081019400,"Census Tract 194, Queens County, New York"," Queens County",2508,0.412457086807258,0.476213830308975,0.0637567435017165
36081019600,"Census Tract 196, Queens County, New York"," Queens County",2756,0.486179664363277,0.418558736426456,0.0572556762092794
36081019800,"Census Tract 198, Queens County, New York"," Queens County",2981,0.46016030174446,0.425271098538425,0.074964639321075
36081019900,"Census Tract 199, Queens County, New York"," Queens County",1074,0.613924050632911,0.327004219409283,0.0232067510548523
36081020200,"Census Tract 202, Queens County, New York"," Queens County",1693,0.42374154770849,0.426746806912096,0.111945905334335
36081020400,"Census Tract 204, Queens County, New York"," Queens County",2195,0.398052343274498,0.432744978697505,0.0821667681071211
36081020500,"Census Tract 205, Queens County, New York"," Queens County",994,0.41031652989449,0.417350527549824,0.110199296600234
36081020600,"Census Tract 206, Queens County, New York"," Queens County",1855,0.432241490044958,0.447655748233783,0.0616570327552987
36081020800,"Census Tract 208, Queens County, New York"," Queens County",2554,0.450047573739296,0.449096098953378,0.0504281636536632
36081021200,"Census Tract 212, Queens County, New York"," Queens County",2362,0.457157784743992,0.444096133751306,0.0705329153605016
36081021400,"Census Tract 214, Queens County, New York"," Queens County",6415,0.415396198004894,0.464897421419161,0.0619235836627141
36081021600,"Census Tract 216, Queens County, New York"," Queens County",4373,0.349917987971569,0.52351011481684,0.0628758884636413
36081021900,"Census Tract 219, Queens County, New York"," Queens County",4,0,0,1
36081022001,"Census Tract 220.01, Queens County, New York"," Queens County",5889,0.416585932958729,0.446618872311568,0.0910676225537686
36081022002,"Census Tract 220.02, Queens County, New York"," Queens County",6421,0.357768052516411,0.506746900072939,0.0771334792122538
36081022900,"Census Tract 229, Queens County, New York"," Queens County",0,NA,NA,NA
36081023000,"Census Tract 230, Queens County, New York"," Queens County",2430,0.343923348461926,0.573373676248109,0.0403429147755925
36081023200,"Census Tract 232, Queens County, New York"," Queens County",5619,0.381213142375737,0.502106149957877,0.0490732940185341
36081023500,"Census Tract 235, Queens County, New York"," Queens County",8855,0.47051613781833,0.428843796813292,0.0604657496935857
36081023600,"Census Tract 236, Queens County, New York"," Queens County",2707,0.39032967032967,0.443076923076923,0.115604395604396
36081023800,"Census Tract 238, Queens County, New York"," Queens County",4705,0.357494529540481,0.556619256017506,0.0320021881838074
36081024000,"Census Tract 240, Queens County, New York"," Queens County",6087,0.411494252873563,0.513270637408568,0.0530825496342738
36081024300,"Census Tract 243, Queens County, New York"," Queens County",6119,0.434059633027523,0.442851681957187,0.0594418960244648
36081024500,"Census Tract 245, Queens County, New York"," Queens County",6158,0.406742902208202,0.434739747634069,0.0646687697160883
36081024600,"Census Tract 246, Queens County, New York"," Queens County",0,NA,NA,NA
36081024700,"Census Tract 247, Queens County, New York"," Queens County",1574,0.385190725504862,0.512341062079282,0.0710545998504114
36081024900,"Census Tract 249, Queens County, New York"," Queens County",5099,0.371600534997771,0.468123049487294,0.0929558626839055
36081025100,"Census Tract 251, Queens County, New York"," Queens County",5909,0.398949070331447,0.468067906224737,0.057194826192401
36081025301,"Census Tract 253.01, Queens County, New York"," Queens County",3967,0.519586507072905,0.363982589771491,0.0938520130576714
36081025302,"Census Tract 253.02, Queens County, New York"," Queens County",2881,0.620148961191689,0.289298314386515,0.0631125049000392
36081025400,"Census Tract 254, Queens County, New York"," Queens County",9094,0.567336048307822,0.302345176239292,0.0803257969386322
36081025500,"Census Tract 255, Queens County, New York"," Queens County",1423,0.410339256865913,0.478190630048465,0.0395799676898223
36081025700,"Census Tract 257, Queens County, New York"," Queens County",1327,0.421465968586387,0.418848167539267,0.110820244328098
36081025800,"Census Tract 258, Queens County, New York"," Queens County",2048,0.427594779366066,0.484773151025482,0.0466128029832194
36081025900,"Census Tract 259, Queens County, New York"," Queens County",3353,0.461172161172161,0.466300366300366,0.0545787545787546
36081026000,"Census Tract 260, Queens County, New York"," Queens County",2818,0.629078694817658,0.300383877159309,0.0436660268714011
36081026100,"Census Tract 261, Queens County, New York"," Queens County",7098,0.397635015884222,0.493116837274974,0.085951288386869
36081026200,"Census Tract 262, Queens County, New York"," Queens County",1208,0.458419958419958,0.425155925155925,0.0810810810810811
36081026300,"Census Tract 263, Queens County, New York"," Queens County",7124,0.390235457063712,0.528047091412742,0.0443213296398892
36081026400,"Census Tract 264, Queens County, New York"," Queens County",2365,0.47445652173913,0.373913043478261,0.0945652173913043
36081026500,"Census Tract 265, Queens County, New York"," Queens County",4127,0.405226794833283,0.456293181135476,0.0663863021928507
36081026600,"Census Tract 266, Queens County, New York"," Queens County",1933,0.403345724907063,0.335811648079306,0.138785625774473
36081026700,"Census Tract 267, Queens County, New York"," Queens County",6563,0.504412029533585,0.400504231946695,0.0621285791464073
36081026901,"Census Tract 269.01, Queens County, New York"," Queens County",5089,0.472041006523765,0.445712954333644,0.0584808946877912
36081026902,"Census Tract 269.02, Queens County, New York"," Queens County",4557,0.482575757575758,0.39520202020202,0.0732323232323232
36081027000,"Census Tract 270, Queens County, New York"," Queens County",2080,0.580706179066835,0.28625472887768,0.0744010088272383
36081027100,"Census Tract 271, Queens County, New York"," Queens County",8512,0.33231173380035,0.552977232924693,0.070636310566258
36081027200,"Census Tract 272, Queens County, New York"," Queens County",2432,0.492227979274611,0.398963730569948,0.0528497409326425
36081027300,"Census Tract 273, Queens County, New York"," Queens County",8196,0.541544627716972,0.367350084784955,0.0786187760135656
36081027400,"Census Tract 274, Queens County, New York"," Queens County",1781,0.43135935397039,0.399730820995962,0.0969044414535666
36081027500,"Census Tract 275, Queens County, New York"," Queens County",7489,0.514705882352941,0.371525533290239,0.0829023917259211
36081027600,"Census Tract 276, Queens County, New York"," Queens County",1262,0.573065902578797,0.263610315186246,0.12225405921681
36081027700,"Census Tract 277, Queens County, New York"," Queens County",7638,0.498578199052133,0.372985781990521,0.0734597156398104
36081027800,"Census Tract 278, Queens County, New York"," Queens County",2437,0.513048016701461,0.338726513569937,0.112734864300626
36081027900,"Census Tract 279, Queens County, New York"," Queens County",6233,0.395434462444772,0.4259941089838,0.106038291605302
36081028000,"Census Tract 280, Queens County, New York"," Queens County",1775,0.457741717376606,0.471264367816092,0.0446247464503043
36081028100,"Census Tract 281, Queens County, New York"," Queens County",4435,0.341200100426814,0.387898568917901,0.164951041928195
36081028200,"Census Tract 282, Queens County, New York"," Queens County",1703,0.400147383935151,0.475313190862196,0.103168754605748
36081028300,"Census Tract 283, Queens County, New York"," Queens County",7318,0.484962406015038,0.340751879699248,0.118947368421053
36081028400,"Census Tract 284, Queens County, New York"," Queens County",4367,0.510784901138406,0.359796285200719,0.0781905332534452
36081028500,"Census Tract 285, Queens County, New York"," Queens County",5120,0.364958283671037,0.486054827175209,0.0841477949940405
36081028700,"Census Tract 287, Queens County, New York"," Queens County",6423,0.366866118175019,0.422774869109948,0.151645474943904
36081028800,"Census Tract 288, Queens County, New York"," Queens County",4693,0.446504237288136,0.413930084745763,0.0805084745762712
36081028900,"Census Tract 289, Queens County, New York"," Queens County",5574,0.396805641982991,0.451980916822236,0.125285210537233
36081029100,"Census Tract 291, Queens County, New York"," Queens County",6605,0.400139664804469,0.469622905027933,0.0734986033519553
36081029300,"Census Tract 293, Queens County, New York"," Queens County",1217,0.329817833173538,0.555129434324065,0.0354745925215724
36081029400,"Census Tract 294, Queens County, New York"," Queens County",6827,0.395731349128647,0.390836107303701,0.116310945760721
36081029500,"Census Tract 295, Queens County, New York"," Queens County",3722,0.391651319828115,0.4548802946593,0.0742786985880909
36081029700,"Census Tract 297, Queens County, New York"," Queens County",2128,0.337670017740982,0.568302779420461,0.0579538734476641
36081029900,"Census Tract 299, Queens County, New York"," Queens County",0,NA,NA,NA
36081030600,"Census Tract 306, Queens County, New York"," Queens County",4058,0.453204935299428,0.392115558230515,0.0869696057779115
36081030902,"Census Tract 309.02, Queens County, New York"," Queens County",7894,0.347921568627451,0.506039215686275,0.0741960784313725
36081030903,"Census Tract 309.03, Queens County, New York"," Queens County",6441,0.3917862983827,0.494094130474287,0.0496093040159913
36081030904,"Census Tract 309.04, Queens County, New York"," Queens County",3847,0.451917224589166,0.45861229458308,0.0185636031649422
36081031700,"Census Tract 317, Queens County, New York"," Queens County",6451,0.2580054894785,0.609332113449222,0.0431838975297347
36081032000,"Census Tract 320, Queens County, New York"," Queens County",5330,0.514730538922156,0.389221556886228,0.0483832335329341
36081032700,"Census Tract 327, Queens County, New York"," Queens County",4112,0.439376443418014,0.447748267898383,0.100173210161663
36081032800,"Census Tract 328, Queens County, New York"," Queens County",2376,0.462044534412955,0.347672064777328,0.0926113360323887
36081032900,"Census Tract 329, Queens County, New York"," Queens County",4071,0.420965517241379,0.473655172413793,0.0642758620689655
36081033000,"Census Tract 330, Queens County, New York"," Queens County",7115,0.458915002650645,0.402721328856688,0.0782823820462979
36081033100,"Census Tract 331, Queens County, New York"," Queens County",0,NA,NA,NA
36081033401,"Census Tract 334.01, Queens County, New York"," Queens County",3516,0.489346069066863,0.386847905951506,0.0749448934606907
36081033402,"Census Tract 334.02, Queens County, New York"," Queens County",13061,0.526107594936709,0.266877637130802,0.128867791842475
36081033700,"Census Tract 337, Queens County, New York"," Queens County",3555,0.396115157821713,0.467915365938259,0.101630246271245
36081033900,"Census Tract 339, Queens County, New York"," Queens County",3374,0.404987706357569,0.418335089567966,0.112399016508606
36081034700,"Census Tract 347, Queens County, New York"," Queens County",3394,0.411055988660524,0.47661233167966,0.0644932671863926
36081035100,"Census Tract 351, Queens County, New York"," Queens County",4215,0.357412242529736,0.516971279373368,0.0745575863069336
36081035200,"Census Tract 352, Queens County, New York"," Queens County",3044,0.43398533007335,0.398125509372453,0.089242053789731
36081035300,"Census Tract 353, Queens County, New York"," Queens County",2451,0.46577243293247,0.384828862164662,0.0929694727104533
36081035700,"Census Tract 357, Queens County, New York"," Queens County",4204,0.429442750207929,0.398114776822844,0.0973107845855281
36081035800,"Census Tract 358, Queens County, New York"," Queens County",4094,0.467983243566726,0.384201077199282,0.0996409335727109
36081036100,"Census Tract 361, Queens County, New York"," Queens County",2956,0.449889624724062,0.448565121412804,0.0591611479028698
36081036300,"Census Tract 363, Queens County, New York"," Queens County",2105,0.552941176470588,0.384117647058824,0.0394117647058824
36081036500,"Census Tract 365, Queens County, New York"," Queens County",3822,0.538900067069081,0.383299798792757,0.045271629778672
36081036600,"Census Tract 366, Queens County, New York"," Queens County",3041,0.450880626223092,0.383561643835616,0.111545988258317
36081036700,"Census Tract 367, Queens County, New York"," Queens County",2644,0.434288312869486,0.41837198726694,0.0927694406548431
36081036800,"Census Tract 368, Queens County, New York"," Queens County",2446,0.440059200789344,0.359644795263937,0.116428219042921
36081037100,"Census Tract 371, Queens County, New York"," Queens County",1789,0.530026109660574,0.286553524804178,0.0842036553524804
36081037300,"Census Tract 373, Queens County, New York"," Queens County",2500,0.437037037037037,0.458271604938272,0.057283950617284
36081037500,"Census Tract 375, Queens County, New York"," Queens County",3946,0.419916210119239,0.482758620689655,0.0721882049629391
36081037600,"Census Tract 376, Queens County, New York"," Queens County",5979,0.477549391339054,0.322889642785871,0.129714627818799
36081037700,"Census Tract 377, Queens County, New York"," Queens County",3717,0.501498127340824,0.382022471910112,0.099250936329588
36081037900,"Census Tract 379, Queens County, New York"," Queens County",7287,0.460604893084184,0.482180697360817,0.0458485840878443
36081038100,"Census Tract 381, Queens County, New York"," Queens County",7798,0.516541107107763,0.374549623321323,0.0645266950540452
36081038301,"Census Tract 383.01, Queens County, New York"," Queens County",0,NA,NA,NA
36081038302,"Census Tract 383.02, Queens County, New York"," Queens County",0,NA,NA,NA
36081038400,"Census Tract 384, Queens County, New York"," Queens County",2420,0.464193714580113,0.381761978361669,0.0906749098402885
36081039400,"Census Tract 394, Queens County, New York"," Queens County",3010,0.428225806451613,0.369354838709677,0.139112903225806
36081039800,"Census Tract 398, Queens County, New York"," Queens County",1731,0.453753351206434,0.378686327077748,0.0911528150134048
36081039900,"Census Tract 399, Queens County, New York"," Queens County",4181,0.47275641025641,0.459615384615385,0.0592948717948718
36081040000,"Census Tract 400, Queens County, New York"," Queens County",1476,0.458532695374801,0.337320574162679,0.0901116427432217
36081040100,"Census Tract 401, Queens County, New York"," Queens County",8193,0.492831541218638,0.442326490713587,0.0425219941348974
36081040200,"Census Tract 402, Queens County, New York"," Queens County",1617,0.460350877192982,0.386666666666667,0.0898245614035088
36081040300,"Census Tract 403, Queens County, New York"," Queens County",7310,0.535451035451035,0.391716391716392,0.0528255528255528
36081040400,"Census Tract 404, Queens County, New York"," Queens County",4316,0.471737823211064,0.375225496091401,0.0871918220084185
36081040500,"Census Tract 405, Queens County, New York"," Queens County",3339,0.497280497280497,0.412587412587413,0.0547785547785548
36081040700,"Census Tract 407, Queens County, New York"," Queens County",7632,0.516535690897184,0.389325474787164,0.0628683693516699
36081040900,"Census Tract 409, Queens County, New York"," Queens County",6017,0.416121544629669,0.499894492508968,0.0584511500316523
36081041100,"Census Tract 411, Queens County, New York"," Queens County",3873,0.529356060606061,0.386679292929293,0.0577651515151515
36081041300,"Census Tract 413, Queens County, New York"," Queens County",4822,0.381548311990687,0.510768335273574,0.0579161816065192
36081041400,"Census Tract 414, Queens County, New York"," Queens County",3677,0.524869565217391,0.33704347826087,0.0796521739130435
36081041500,"Census Tract 415, Queens County, New York"," Queens County",3687,0.458404655939747,0.445737761040739,0.0592262923656282
36081042400,"Census Tract 424, Queens County, New York"," Queens County",2612,0.396130815292492,0.438046982957163,0.09120221096269
36081042600,"Census Tract 426, Queens County, New York"," Queens County",512,0.4140625,0.296875,0.13671875
36081042700,"Census Tract 427, Queens County, New York"," Queens County",5242,0.45239852398524,0.476014760147601,0.0548585485854859
36081043200,"Census Tract 432, Queens County, New York"," Queens County",1507,0.46027846027846,0.353808353808354,0.131040131040131
36081043400,"Census Tract 434, Queens County, New York"," Queens County",1708,0.418486171761281,0.436681222707424,0.0735080058224163
36081043701,"Census Tract 437.01, Queens County, New York"," Queens County",3780,0.41747572815534,0.361102411525211,0.131850923896023
36081043702,"Census Tract 437.02, Queens County, New York"," Queens County",6213,0.429030960997185,0.368918375552875,0.139324487334138
36081043900,"Census Tract 439, Queens County, New York"," Queens County",4537,0.512113870381587,0.377952755905512,0.0635978195033313
36081044000,"Census Tract 440, Queens County, New York"," Queens County",3821,0.523383084577114,0.379436152570481,0.0398009950248756
36081044301,"Census Tract 443.01, Queens County, New York"," Queens County",3535,0.337619397501837,0.383541513592946,0.0867009551800147
36081044302,"Census Tract 443.02, Queens County, New York"," Queens County",4748,0.415997993981946,0.438314944834504,0.082246740220662
36081044400,"Census Tract 444, Queens County, New York"," Queens County",3024,0.41497975708502,0.415789473684211,0.106882591093117
36081044601,"Census Tract 446.01, Queens County, New York"," Queens County",3119,0.323147760569276,0.43197990791126,0.109250732524069
36081044602,"Census Tract 446.02, Queens County, New York"," Queens County",5082,0.438614629103127,0.425949857844404,0.0868441457741018
36081044800,"Census Tract 448, Queens County, New York"," Queens County",2677,0.367094408799267,0.535288725939505,0.0316223648029331
36081045000,"Census Tract 450, Queens County, New York"," Queens County",1902,0.319240196078431,0.577205882352941,0.0618872549019608
36081045200,"Census Tract 452, Queens County, New York"," Queens County",1009,0.352614015572859,0.255839822024472,0.0901001112347052
36081045400,"Census Tract 454, Queens County, New York"," Queens County",4298,0.376200640341515,0.531483457844184,0.0453575240128068
36081045500,"Census Tract 455, Queens County, New York"," Queens County",13003,0.377137970353478,0.436621056632459,0.124857468643101
36081045600,"Census Tract 456, Queens County, New York"," Queens County",1400,0.38258785942492,0.550319488817891,0.0311501597444089
36081045700,"Census Tract 457, Queens County, New York"," Queens County",2992,0.384325546345139,0.481537302185381,0.092690278824416
36081045800,"Census Tract 458, Queens County, New York"," Queens County",2098,0.266414141414141,0.642676767676768,0.0391414141414141
36081045900,"Census Tract 459, Queens County, New York"," Queens County",3923,0.43379534060749,0.507814803892657,0.0374520790327337
36081046000,"Census Tract 460, Queens County, New York"," Queens County",5817,0.345197353410906,0.562628336755647,0.0417522245037645
36081046100,"Census Tract 461, Queens County, New York"," Queens County",2988,0.40336808340016,0.45990376904571,0.101042502004812
36081046200,"Census Tract 462, Queens County, New York"," Queens County",8760,0.387284055508355,0.495043896913056,0.0642877371849334
36081046300,"Census Tract 463, Queens County, New York"," Queens County",3985,0.397914032869785,0.519595448798989,0.0493046776232617
36081046400,"Census Tract 464, Queens County, New York"," Queens County",1734,0.532846715328467,0.396151293961513,0.0185799601857996
36081046500,"Census Tract 465, Queens County, New York"," Queens County",3680,0.470492337789371,0.433648516465602,0.0629279426149332
36081046600,"Census Tract 466, Queens County, New York"," Queens County",3521,0.420614828209765,0.449909584086799,0.0839059674502712
36081046700,"Census Tract 467, Queens County, New York"," Queens County",6815,0.386830485697831,0.492992896909196,0.0696870800537531
36081046800,"Census Tract 468, Queens County, New York"," Queens County",3171,0.352377441946185,0.502395871728714,0.0751935127165499
36081046900,"Census Tract 469, Queens County, New York"," Queens County",8205,0.42251418333831,0.426545237384294,0.0889817856076441
36081047000,"Census Tract 470, Queens County, New York"," Queens County",3322,0.365674255691769,0.500175131348511,0.0588441330998249
36081047100,"Census Tract 471, Queens County, New York"," Queens County",4218,0.320091454701343,0.555873106601886,0.0645898828236639
36081047200,"Census Tract 472, Queens County, New York"," Queens County",4027,0.363610877488085,0.468741239136529,0.0723296888141295
36081047300,"Census Tract 473, Queens County, New York"," Queens County",3710,0.420571765399352,0.414677276746242,0.0957854406130268
36081047500,"Census Tract 475, Queens County, New York"," Queens County",4570,0.3491344873502,0.54034620505992,0.0806924101198402
36081047600,"Census Tract 476, Queens County, New York"," Queens County",1459,0.274744027303754,0.609215017064846,0.0904436860068259
36081047800,"Census Tract 478, Queens County, New York"," Queens County",5500,0.315406976744186,0.529069767441861,0.0899086378737542
36081047900,"Census Tract 479, Queens County, New York"," Queens County",5357,0.315147625160462,0.584724005134788,0.0380830124090715
36081048000,"Census Tract 480, Queens County, New York"," Queens County",2932,0.420557081208317,0.482149862691251,0.0604158493526873
36081048100,"Census Tract 481, Queens County, New York"," Queens County",6527,0.407407407407407,0.416359487449535,0.0909250482710198
36081048200,"Census Tract 482, Queens County, New York"," Queens County",1556,0.374474053295933,0.450210378681627,0.0981767180925666
36081048300,"Census Tract 483, Queens County, New York"," Queens County",4212,0.452079032733707,0.471837216160425,0.0315541138307284
36081048400,"Census Tract 484, Queens County, New York"," Queens County",4977,0.386426592797784,0.48522622345337,0.090258541089566
36081048500,"Census Tract 485, Queens County, New York"," Queens County",4639,0.316686967113276,0.567600487210719,0.0628501827040195
36081048900,"Census Tract 489, Queens County, New York"," Queens County",1651,0.294075144508671,0.624277456647399,0.0534682080924856
36081049200,"Census Tract 492, Queens County, New York"," Queens County",4387,0.399520255863539,0.456023454157783,0.0972814498933902
36081049301,"Census Tract 493.01, Queens County, New York"," Queens County",1933,0.308317698561601,0.604127579737336,0.0387742338961851
36081049302,"Census Tract 493.02, Queens County, New York"," Queens County",2376,0.401283316880553,0.502961500493583,0.0592300098716683
36081049500,"Census Tract 495, Queens County, New York"," Queens County",1283,0.319634703196347,0.576255707762557,0.045662100456621
36081049600,"Census Tract 496, Queens County, New York"," Queens County",3110,0.352813852813853,0.526334776334776,0.06998556998557
36081049700,"Census Tract 497, Queens County, New York"," Queens County",2675,0.362169430748543,0.504706409681757,0.0757507844016136
36081049900,"Census Tract 499, Queens County, New York"," Queens County",4980,0.324837701370522,0.543640298148593,0.0682856455878817
36081050000,"Census Tract 500, Queens County, New York"," Queens County",4444,0.396616002294236,0.374533983366791,0.135933467163751
36081050201,"Census Tract 502.01, Queens County, New York"," Queens County",1427,0.513114754098361,0.354918032786885,0.0557377049180328
36081050202,"Census Tract 502.02, Queens County, New York"," Queens County",1357,0.489761092150171,0.405290102389078,0.0537542662116041
36081050400,"Census Tract 504, Queens County, New York"," Queens County",2018,0.390287769784173,0.418465227817746,0.0977218225419664
36081050500,"Census Tract 505, Queens County, New York"," Queens County",1456,0.425548589341693,0.432601880877743,0.0705329153605016
36081050600,"Census Tract 506, Queens County, New York"," Queens County",1686,0.369262865090403,0.524339360222531,0.066759388038943
36081050700,"Census Tract 507, Queens County, New York"," Queens County",3580,0.278084079944866,0.560647829083391,0.0754651964162646
36081050800,"Census Tract 508, Queens County, New York"," Queens County",2072,0.468295904887715,0.399603698811096,0.083223249669749
36081051000,"Census Tract 510, Queens County, New York"," Queens County",2096,0.405389908256881,0.45355504587156,0.0911697247706422
36081051100,"Census Tract 511, Queens County, New York"," Queens County",1961,0.265615141955836,0.613249211356467,0.0498422712933754
36081051200,"Census Tract 512, Queens County, New York"," Queens County",2925,0.401824500434405,0.390964378801043,0.107298001737619
36081051300,"Census Tract 513, Queens County, New York"," Queens County",2023,0.32648401826484,0.573059360730594,0.0565068493150685
36081051500,"Census Tract 515, Queens County, New York"," Queens County",2693,0.281183026146592,0.557651093013288,0.08058294042006
36081051600,"Census Tract 516, Queens County, New York"," Queens County",1866,0.535456730769231,0.334134615384615,0.0691105769230769
36081051700,"Census Tract 517, Queens County, New York"," Queens County",1777,0.339873861247372,0.41135248773651,0.145760336370007
36081051800,"Census Tract 518, Queens County, New York"," Queens County",2441,0.471868365180467,0.395435244161359,0.0822717622080679
36081052000,"Census Tract 520, Queens County, New York"," Queens County",1640,0.436690647482014,0.467625899280576,0.062589928057554
36081052100,"Census Tract 521, Queens County, New York"," Queens County",1744,0.350033400133601,0.571810287241149,0.0434201736806947
36081052200,"Census Tract 522, Queens County, New York"," Queens County",1854,0.436254980079681,0.362549800796813,0.122841965471448
36081052400,"Census Tract 524, Queens County, New York"," Queens County",1626,0.435277382645804,0.374110953058321,0.115220483641536
36081052500,"Census Tract 525, Queens County, New York"," Queens County",1840,0.355077336919973,0.500336247478144,0.10221923335575
36081052600,"Census Tract 526, Queens County, New York"," Queens County",1980,0.466847090663058,0.39106901217862,0.103518267929635
36081052800,"Census Tract 528, Queens County, New York"," Queens County",1509,0.494623655913978,0.304383788254756,0.108354011579818
36081053000,"Census Tract 530, Queens County, New York"," Queens County",2311,0.432889344262295,0.40625,0.0881147540983607
36081053100,"Census Tract 531, Queens County, New York"," Queens County",2785,0.374948833401555,0.444126074498567,0.112566516577978
36081053200,"Census Tract 532, Queens County, New York"," Queens County",1699,0.409551374819103,0.4616497829233,0.0680173661360347
36081053401,"Census Tract 534.01, Queens County, New York"," Queens County",2016,0.354545454545455,0.448295454545455,0.0954545454545455
36081053500,"Census Tract 535, Queens County, New York"," Queens County",1328,0.425079702444208,0.473963868225292,0.0669500531349628
36081053601,"Census Tract 536.01, Queens County, New York"," Queens County",1759,0.465594855305466,0.437942122186495,0.0546623794212219
36081053800,"Census Tract 538, Queens County, New York"," Queens County",1720,0.526168876482903,0.369853454291696,0.0481507327285415
36081053900,"Census Tract 539, Queens County, New York"," Queens County",4338,0.472339230553215,0.39623701207526,0.0817186183656276
36081054000,"Census Tract 540, Queens County, New York"," Queens County",4354,0.455339532262609,0.431389123696816,0.0774866159481544
36081054200,"Census Tract 542, Queens County, New York"," Queens County",5482,0.338702749140893,0.580970790378007,0.0478951890034364
36081054500,"Census Tract 545, Queens County, New York"," Queens County",3813,0.491089108910891,0.399339933993399,0.0726072607260726
36081054700,"Census Tract 547, Queens County, New York"," Queens County",5382,0.478197674418605,0.420542635658915,0.0695251937984496
36081054800,"Census Tract 548, Queens County, New York"," Queens County",2316,0.301848049281314,0.61088295687885,0.053388090349076
36081054900,"Census Tract 549, Queens County, New York"," Queens County",5503,0.471886120996441,0.43226571767497,0.065717674970344
36081055100,"Census Tract 551, Queens County, New York"," Queens County",4932,0.451447604406866,0.398923904688701,0.0924929541378427
36081055200,"Census Tract 552, Queens County, New York"," Queens County",3006,0.387235708692247,0.458496476115897,0.0849647611589663
36081055300,"Census Tract 553, Queens County, New York"," Queens County",2436,0.542679772374547,0.355406104500776,0.0470770822555613
36081055400,"Census Tract 554, Queens County, New York"," Queens County",2344,0.327433628318584,0.58062930186824,0.0388397246804326
36081055500,"Census Tract 555, Queens County, New York"," Queens County",2348,0.442245989304813,0.425133689839572,0.0946524064171123
36081055600,"Census Tract 556, Queens County, New York"," Queens County",2453,0.250701590271282,0.617867165575304,0.0594013096351731
36081055700,"Census Tract 557, Queens County, New York"," Queens County",3781,0.41419732985998,0.431129925105829,0.0918267665255617
36081055800,"Census Tract 558, Queens County, New York"," Queens County",1763,0.318981200727714,0.539721043056398,0.0691328077622802
36081055900,"Census Tract 559, Queens County, New York"," Queens County",1401,0.49568552253116,0.367209971236817,0.0910834132310642
36081056000,"Census Tract 560, Queens County, New York"," Queens County",1651,0.298461538461538,0.577692307692308,0.0584615384615385
36081056100,"Census Tract 561, Queens County, New York"," Queens County",120,0.0533333333333333,0.746666666666667,0.146666666666667
36081056200,"Census Tract 562, Queens County, New York"," Queens County",1655,0.404163675520459,0.503230437903805,0.031586503948313
36081056400,"Census Tract 564, Queens County, New York"," Queens County",1582,0.312344656172328,0.545153272576636,0.101905550952775
36081056500,"Census Tract 565, Queens County, New York"," Queens County",1380,0.400182315405652,0.432999088422972,0.143117593436645
36081056600,"Census Tract 566, Queens County, New York"," Queens County",1703,0.317493112947658,0.574380165289256,0.0557851239669422
36081056700,"Census Tract 567, Queens County, New York"," Queens County",4231,0.361834654586636,0.520668176670442,0.0495469988674972
36081056800,"Census Tract 568, Queens County, New York"," Queens County",4439,0.483744100681699,0.38883062401678,0.0880964866282118
36081057700,"Census Tract 577, Queens County, New York"," Queens County",3797,0.39594220719336,0.494620350445742,0.0707039655702428
36081057900,"Census Tract 579, Queens County, New York"," Queens County",1610,0.443239334779465,0.391901663051338,0.0809833694866233
36081058000,"Census Tract 580, Queens County, New York"," Queens County",3565,0.420390599139358,0.443892750744787,0.0963257199602781
36081058100,"Census Tract 581, Queens County, New York"," Queens County",2875,0.334050796383986,0.494619027120103,0.0929832113646147
36081058200,"Census Tract 582, Queens County, New York"," Queens County",5054,0.515447154471545,0.369105691056911,0.0436701509872242
36081058300,"Census Tract 583, Queens County, New York"," Queens County",3327,0.438633193863319,0.438981868898187,0.0645048814504881
36081058500,"Census Tract 585, Queens County, New York"," Queens County",4476,0.345644206371582,0.563292923597406,0.0403157597970116
36081058700,"Census Tract 587, Queens County, New York"," Queens County",3421,0.332485465116279,0.478924418604651,0.092296511627907
36081058900,"Census Tract 589, Queens County, New York"," Queens County",4165,0.374496644295302,0.479865771812081,0.10503355704698
36081059000,"Census Tract 590, Queens County, New York"," Queens County",1428,0.379674796747968,0.461788617886179,0.0764227642276423
36081059100,"Census Tract 591, Queens County, New York"," Queens County",5210,0.425858951175407,0.474909584086799,0.0827305605786618
36081059200,"Census Tract 592, Queens County, New York"," Queens County",1128,0.38185443668993,0.444666001994018,0.0957128614157527
36081059300,"Census Tract 593, Queens County, New York"," Queens County",4192,0.290504451038576,0.535608308605341,0.0783382789317507
