"GEOID","census_tract","borough","total_population","non_family"
36081018502,"Census Tract 185.02, Queens County, New York"," Queens County",3557,0.478380233356211
36081018600,"Census Tract 186, Queens County, New York"," Queens County",1908,0.25
36081018700,"Census Tract 187, Queens County, New York"," Queens County",3074,0.346336822074215
36081018800,"Census Tract 188, Queens County, New York"," Queens County",1476,0.274939172749392
36081018900,"Census Tract 189, Queens County, New York"," Queens County",3470,0.42526158445441
36081019000,"Census Tract 190, Queens County, New York"," Queens County",2291,0.127868852459016
36081019200,"Census Tract 192, Queens County, New York"," Queens County",2009,0.270569620253165
36081019400,"Census Tract 194, Queens County, New York"," Queens County",2508,0.224137931034483
36081019600,"Census Tract 196, Queens County, New York"," Queens County",2756,0.236559139784946
36081019800,"Census Tract 198, Queens County, New York"," Queens County",2981,0.188144329896907
36081019900,"Census Tract 199, Queens County, New York"," Queens County",1074,0.271493212669683
36081020200,"Census Tract 202, Queens County, New York"," Queens County",1693,0.207505518763797
36081020400,"Census Tract 204, Queens County, New York"," Queens County",2195,0.26031746031746
36081020500,"Census Tract 205, Queens County, New York"," Queens County",994,0.409972299168975
36081020600,"Census Tract 206, Queens County, New York"," Queens County",1855,0.194117647058824
36081020800,"Census Tract 208, Queens County, New York"," Queens County",2554,0.116071428571429
36081021200,"Census Tract 212, Queens County, New York"," Queens County",2362,0.305772230889236
36081021400,"Census Tract 214, Queens County, New York"," Queens County",6415,0.282279608192342
36081021600,"Census Tract 216, Queens County, New York"," Queens County",4373,0.424468085106383
36081021900,"Census Tract 219, Queens County, New York"," Queens County",4,1
36081022001,"Census Tract 220.01, Queens County, New York"," Queens County",5889,0.469642857142857
36081022002,"Census Tract 220.02, Queens County, New York"," Queens County",6421,0.378935095219588
36081022900,"Census Tract 229, Queens County, New York"," Queens County",0,NA
36081023000,"Census Tract 230, Queens County, New York"," Queens County",2430,0.123134328358209
36081023200,"Census Tract 232, Queens County, New York"," Queens County",5619,0.348993288590604
36081023500,"Census Tract 235, Queens County, New York"," Queens County",8855,0.272522522522523
36081023600,"Census Tract 236, Queens County, New York"," Queens County",2707,0.256739409499358
36081023800,"Census Tract 238, Queens County, New York"," Queens County",4705,0.281471004243281
36081024000,"Census Tract 240, Queens County, New York"," Queens County",6087,0.278582126809785
36081024300,"Census Tract 243, Queens County, New York"," Queens County",6119,0.272528672856363
36081024500,"Census Tract 245, Queens County, New York"," Queens County",6158,0.257688723205965
36081024600,"Census Tract 246, Queens County, New York"," Queens County",0,NA
36081024700,"Census Tract 247, Queens County, New York"," Queens County",1574,0.232365145228216
36081024900,"Census Tract 249, Queens County, New York"," Queens County",5099,0.46984126984127
36081025100,"Census Tract 251, Queens County, New York"," Queens County",5909,0.446576537287396
36081025301,"Census Tract 253.01, Queens County, New York"," Queens County",3967,0.654703643284394
36081025302,"Census Tract 253.02, Queens County, New York"," Queens County",2881,0.577386468952734
36081025400,"Census Tract 254, Queens County, New York"," Queens County",9094,0.326026443980515
36081025500,"Census Tract 255, Queens County, New York"," Queens County",1423,0.394477317554241
36081025700,"Census Tract 257, Queens County, New York"," Queens County",1327,0.467871485943775
36081025800,"Census Tract 258, Queens County, New York"," Queens County",2048,0.243478260869565
36081025900,"Census Tract 259, Queens County, New York"," Queens County",3353,0.400947867298578
36081026000,"Census Tract 260, Queens County, New York"," Queens County",2818,0.204986149584488
36081026100,"Census Tract 261, Queens County, New York"," Queens County",7098,0.298996071584461
36081026200,"Census Tract 262, Queens County, New York"," Queens County",1208,0.129682997118156
36081026300,"Census Tract 263, Queens County, New York"," Queens County",7124,0.318468250121183
36081026400,"Census Tract 264, Queens County, New York"," Queens County",2365,0.308762169680111
36081026500,"Census Tract 265, Queens County, New York"," Queens County",4127,0.366008462623413
36081026600,"Census Tract 266, Queens County, New York"," Queens County",1933,0.574412532637076
36081026700,"Census Tract 267, Queens County, New York"," Queens County",6563,0.343457943925234
36081026901,"Census Tract 269.01, Queens County, New York"," Queens County",5089,0.391646489104116
36081026902,"Census Tract 269.02, Queens County, New York"," Queens County",4557,0.386702849389417
36081027000,"Census Tract 270, Queens County, New York"," Queens County",2080,0.103658536585366
36081027100,"Census Tract 271, Queens County, New York"," Queens County",8512,0.267696730147323
36081027200,"Census Tract 272, Queens County, New York"," Queens County",2432,0.208333333333333
36081027300,"Census Tract 273, Queens County, New York"," Queens County",8196,0.321197411003236
36081027400,"Census Tract 274, Queens County, New York"," Queens County",1781,0.226843100189036
36081027500,"Census Tract 275, Queens County, New York"," Queens County",7489,0.273226544622426
36081027600,"Census Tract 276, Queens County, New York"," Queens County",1262,0.3125
36081027700,"Census Tract 277, Queens County, New York"," Queens County",7638,0.446347430968193
36081027800,"Census Tract 278, Queens County, New York"," Queens County",2437,0.370059880239521
36081027900,"Census Tract 279, Queens County, New York"," Queens County",6233,0.391748192258613
36081028000,"Census Tract 280, Queens County, New York"," Queens County",1775,0.180124223602484
36081028100,"Census Tract 281, Queens County, New York"," Queens County",4435,0.568610258658483
36081028200,"Census Tract 282, Queens County, New York"," Queens County",1703,0.239299610894942
36081028300,"Census Tract 283, Queens County, New York"," Queens County",7318,0.512113870381587
36081028400,"Census Tract 284, Queens County, New York"," Queens County",4367,0.154751131221719
36081028500,"Census Tract 285, Queens County, New York"," Queens County",5120,0.51067615658363
36081028700,"Census Tract 287, Queens County, New York"," Queens County",6423,0.383188186293071
36081028800,"Census Tract 288, Queens County, New York"," Queens County",4693,0.180513595166163
36081028900,"Census Tract 289, Queens County, New York"," Queens County",5574,0.459658828953435
36081029100,"Census Tract 291, Queens County, New York"," Queens County",6605,0.458140513251998
36081029300,"Census Tract 293, Queens County, New York"," Queens County",1217,0.219584569732938
36081029400,"Census Tract 294, Queens County, New York"," Queens County",6827,0.316695352839931
36081029500,"Census Tract 295, Queens County, New York"," Queens County",3722,0.427063935443824
36081029700,"Census Tract 297, Queens County, New York"," Queens County",2128,0.316804407713499
36081029900,"Census Tract 299, Queens County, New York"," Queens County",0,NA
36081030600,"Census Tract 306, Queens County, New York"," Queens County",4058,0.229575163398693
36081030902,"Census Tract 309.02, Queens County, New York"," Queens County",7894,0.218181818181818
36081030903,"Census Tract 309.03, Queens County, New York"," Queens County",6441,0.209049255441008
36081030904,"Census Tract 309.04, Queens County, New York"," Queens County",3847,0.268990169794459
36081031700,"Census Tract 317, Queens County, New York"," Queens County",6451,0.315478534856243
36081032000,"Census Tract 320, Queens County, New York"," Queens County",5330,0.199432892249527
36081032700,"Census Tract 327, Queens County, New York"," Queens County",4112,0.268914473684211
36081032800,"Census Tract 328, Queens County, New York"," Queens County",2376,0.167394468704512
36081032900,"Census Tract 329, Queens County, New York"," Queens County",4071,0.230769230769231
36081033000,"Census Tract 330, Queens County, New York"," Queens County",7115,0.226943005181347
36081033100,"Census Tract 331, Queens County, New York"," Queens County",0,NA
36081033401,"Census Tract 334.01, Queens County, New York"," Queens County",3516,0.180458624127617
36081033402,"Census Tract 334.02, Queens County, New York"," Queens County",13061,0.442864313200602
36081033700,"Census Tract 337, Queens County, New York"," Queens County",3555,0.165452653485952
36081033900,"Census Tract 339, Queens County, New York"," Queens County",3374,0.290035587188612
36081034700,"Census Tract 347, Queens County, New York"," Queens County",3394,0.295813953488372
36081035100,"Census Tract 351, Queens County, New York"," Queens County",4215,0.327911515940143
36081035200,"Census Tract 352, Queens County, New York"," Queens County",3044,0.182608695652174
36081035300,"Census Tract 353, Queens County, New York"," Queens County",2451,0.291721419185283
36081035700,"Census Tract 357, Queens County, New York"," Queens County",4204,0.420926517571885
36081035800,"Census Tract 358, Queens County, New York"," Queens County",4094,0.252983293556086
36081036100,"Census Tract 361, Queens County, New York"," Queens County",2956,0.182654402102497
36081036300,"Census Tract 363, Queens County, New York"," Queens County",2105,0.268781302170284
36081036500,"Census Tract 365, Queens County, New York"," Queens County",3822,0.399789029535865
36081036600,"Census Tract 366, Queens County, New York"," Queens County",3041,0.231256599788807
36081036700,"Census Tract 367, Queens County, New York"," Queens County",2644,0.266927083333333
36081036800,"Census Tract 368, Queens County, New York"," Queens County",2446,0.253926701570681
36081037100,"Census Tract 371, Queens County, New York"," Queens County",1789,0.279296875
36081037300,"Census Tract 373, Queens County, New York"," Queens County",2500,0.260869565217391
36081037500,"Census Tract 375, Queens County, New York"," Queens County",3946,0.144444444444444
36081037600,"Census Tract 376, Queens County, New York"," Queens County",5979,0.185144124168514
36081037700,"Census Tract 377, Queens County, New York"," Queens County",3717,0.263345195729537
36081037900,"Census Tract 379, Queens County, New York"," Queens County",7287,0.156876790830946
36081038100,"Census Tract 381, Queens County, New York"," Queens County",7798,0.295929592959296
36081038301,"Census Tract 383.01, Queens County, New York"," Queens County",0,NA
36081038302,"Census Tract 383.02, Queens County, New York"," Queens County",0,NA
36081038400,"Census Tract 384, Queens County, New York"," Queens County",2420,0.211647727272727
36081039400,"Census Tract 394, Queens County, New York"," Queens County",3010,0.192640692640693
36081039800,"Census Tract 398, Queens County, New York"," Queens County",1731,0.210420841683367
36081039900,"Census Tract 399, Queens County, New York"," Queens County",4181,0.119358074222668
36081040000,"Census Tract 400, Queens County, New York"," Queens County",1476,0.342281879194631
36081040100,"Census Tract 401, Queens County, New York"," Queens County",8193,0.189189189189189
36081040200,"Census Tract 402, Queens County, New York"," Queens County",1617,0.325
36081040300,"Census Tract 403, Queens County, New York"," Queens County",7310,0.177764910248987
36081040400,"Census Tract 404, Queens County, New York"," Queens County",4316,0.294385432473445
36081040500,"Census Tract 405, Queens County, New York"," Queens County",3339,0.217552533992583
36081040700,"Census Tract 407, Queens County, New York"," Queens County",7632,0.265274151436031
36081040900,"Census Tract 409, Queens County, New York"," Queens County",6017,0.203233256351039
36081041100,"Census Tract 411, Queens County, New York"," Queens County",3873,0.200445434298441
36081041300,"Census Tract 413, Queens County, New York"," Queens County",4822,0.156407669021191
36081041400,"Census Tract 414, Queens County, New York"," Queens County",3677,0.307324840764331
36081041500,"Census Tract 415, Queens County, New York"," Queens County",3687,0.181297709923664
36081042400,"Census Tract 424, Queens County, New York"," Queens County",2612,0.226977950713359
36081042600,"Census Tract 426, Queens County, New York"," Queens County",512,NA
36081042700,"Census Tract 427, Queens County, New York"," Queens County",5242,0.13022113022113
36081043200,"Census Tract 432, Queens County, New York"," Queens County",1507,0.223057644110276
36081043400,"Census Tract 434, Queens County, New York"," Queens County",1708,0.261410788381743
36081043701,"Census Tract 437.01, Queens County, New York"," Queens County",3780,0.171037628278221
36081043702,"Census Tract 437.02, Queens County, New York"," Queens County",6213,0.371665133394664
36081043900,"Census Tract 439, Queens County, New York"," Queens County",4537,0.220873786407767
36081044000,"Census Tract 440, Queens County, New York"," Queens County",3821,0.199427480916031
36081044301,"Census Tract 443.01, Queens County, New York"," Queens County",3535,0.440715883668904
36081044302,"Census Tract 443.02, Queens County, New York"," Queens County",4748,0.1875
36081044400,"Census Tract 444, Queens County, New York"," Queens County",3024,0.371635610766046
36081044601,"Census Tract 446.01, Queens County, New York"," Queens County",3119,0.415077989601386
36081044602,"Census Tract 446.02, Queens County, New York"," Queens County",5082,0.321937321937322
36081044800,"Census Tract 448, Queens County, New York"," Queens County",2677,0.203342618384401
36081045000,"Census Tract 450, Queens County, New York"," Queens County",1902,0.242990654205607
36081045200,"Census Tract 452, Queens County, New York"," Queens County",1009,0.245398773006135
36081045400,"Census Tract 454, Queens County, New York"," Queens County",4298,0.391864406779661
36081045500,"Census Tract 455, Queens County, New York"," Queens County",13003,0.27737861963858
36081045600,"Census Tract 456, Queens County, New York"," Queens County",1400,0.192660550458716
36081045700,"Census Tract 457, Queens County, New York"," Queens County",2992,0.383333333333333
36081045800,"Census Tract 458, Queens County, New York"," Queens County",2098,0.215596330275229
36081045900,"Census Tract 459, Queens County, New York"," Queens County",3923,0.267029972752044
36081046000,"Census Tract 460, Queens County, New York"," Queens County",5817,0.309711286089239
36081046100,"Census Tract 461, Queens County, New York"," Queens County",2988,0.232258064516129
36081046200,"Census Tract 462, Queens County, New York"," Queens County",8760,0.188066825775656
36081046300,"Census Tract 463, Queens County, New York"," Queens County",3985,0.19379115710254
36081046400,"Census Tract 464, Queens County, New York"," Queens County",1734,0.303534303534304
36081046500,"Census Tract 465, Queens County, New York"," Queens County",3680,0.260540540540541
36081046600,"Census Tract 466, Queens County, New York"," Queens County",3521,0.521926671459382
36081046700,"Census Tract 467, Queens County, New York"," Queens County",6815,0.340765874939409
36081046800,"Census Tract 468, Queens County, New York"," Queens County",3171,0.261127596439169
36081046900,"Census Tract 469, Queens County, New York"," Queens County",8205,0.23177366702938
36081047000,"Census Tract 470, Queens County, New York"," Queens County",3322,0.100886917960089
36081047100,"Census Tract 471, Queens County, New York"," Queens County",4218,0.295258620689655
36081047200,"Census Tract 472, Queens County, New York"," Queens County",4027,0.371688115064345
36081047300,"Census Tract 473, Queens County, New York"," Queens County",3710,0.488605898123324
36081047500,"Census Tract 475, Queens County, New York"," Queens County",4570,0.285427807486631
36081047600,"Census Tract 476, Queens County, New York"," Queens County",1459,0.251559251559252
36081047800,"Census Tract 478, Queens County, New York"," Queens County",5500,0.301868711068519
36081047900,"Census Tract 479, Queens County, New York"," Queens County",5357,0.200954084675015
36081048000,"Census Tract 480, Queens County, New York"," Queens County",2932,0.152173913043478
36081048100,"Census Tract 481, Queens County, New York"," Queens County",6527,0.363463368220742
36081048200,"Census Tract 482, Queens County, New York"," Queens County",1556,0.108247422680412
36081048300,"Census Tract 483, Queens County, New York"," Queens County",4212,0.296557120500782
36081048400,"Census Tract 484, Queens County, New York"," Queens County",4977,0.248708010335917
36081048500,"Census Tract 485, Queens County, New York"," Queens County",4639,0.246922024623803
36081048900,"Census Tract 489, Queens County, New York"," Queens County",1651,0.140909090909091
36081049200,"Census Tract 492, Queens County, New York"," Queens County",4387,0.447383553766532
36081049301,"Census Tract 493.01, Queens County, New York"," Queens County",1933,0.342939481268012
36081049302,"Census Tract 493.02, Queens County, New York"," Queens County",2376,0.406172839506173
36081049500,"Census Tract 495, Queens County, New York"," Queens County",1283,0.384769539078156
36081049600,"Census Tract 496, Queens County, New York"," Queens County",3110,0.161327231121281
36081049700,"Census Tract 497, Queens County, New York"," Queens County",2675,0.382474226804124
36081049900,"Census Tract 499, Queens County, New York"," Queens County",4980,0.257105943152455
36081050000,"Census Tract 500, Queens County, New York"," Queens County",4444,0.419556171983356
36081050201,"Census Tract 502.01, Queens County, New York"," Queens County",1427,0.216216216216216
36081050202,"Census Tract 502.02, Queens County, New York"," Queens County",1357,0.118421052631579
36081050400,"Census Tract 504, Queens County, New York"," Queens County",2018,0.197594501718213
36081050500,"Census Tract 505, Queens County, New York"," Queens County",1456,0.432937181663837
36081050600,"Census Tract 506, Queens County, New York"," Queens County",1686,0.109302325581395
36081050700,"Census Tract 507, Queens County, New York"," Queens County",3580,0.335110434120335
36081050800,"Census Tract 508, Queens County, New York"," Queens County",2072,0.193359375
36081051000,"Census Tract 510, Queens County, New York"," Queens County",2096,0.0733197556008147
36081051100,"Census Tract 511, Queens County, New York"," Queens County",1961,0.384010484927916
36081051200,"Census Tract 512, Queens County, New York"," Queens County",2925,0.15426251691475
36081051300,"Census Tract 513, Queens County, New York"," Queens County",2023,0.400500625782228
36081051500,"Census Tract 515, Queens County, New York"," Queens County",2693,0.400330851943755
36081051600,"Census Tract 516, Queens County, New York"," Queens County",1866,0.205309734513274
36081051700,"Census Tract 517, Queens County, New York"," Queens County",1777,0.427762039660057
36081051800,"Census Tract 518, Queens County, New York"," Queens County",2441,0.14572864321608
36081052000,"Census Tract 520, Queens County, New York"," Queens County",1640,0.0952380952380952
36081052100,"Census Tract 521, Queens County, New York"," Queens County",1744,0.358547655068079
36081052200,"Census Tract 522, Queens County, New York"," Queens County",1854,0.173745173745174
36081052400,"Census Tract 524, Queens County, New York"," Queens County",1626,0.261180679785331
36081052500,"Census Tract 525, Queens County, New York"," Queens County",1840,0.365497076023392
36081052600,"Census Tract 526, Queens County, New York"," Queens County",1980,0.240366972477064
36081052800,"Census Tract 528, Queens County, New York"," Queens County",1509,0.305803571428571
36081053000,"Census Tract 530, Queens County, New York"," Queens County",2311,0.231671554252199
36081053100,"Census Tract 531, Queens County, New York"," Queens County",2785,0.50765306122449
36081053200,"Census Tract 532, Queens County, New York"," Queens County",1699,0.176360225140713
36081053401,"Census Tract 534.01, Queens County, New York"," Queens County",2016,0.188006482982172
36081053500,"Census Tract 535, Queens County, New York"," Queens County",1328,0.20253164556962
36081053601,"Census Tract 536.01, Queens County, New York"," Queens County",1759,0.217564870259481
36081053800,"Census Tract 538, Queens County, New York"," Queens County",1720,0.135632183908046
36081053900,"Census Tract 539, Queens County, New York"," Queens County",4338,0.405714285714286
36081054000,"Census Tract 540, Queens County, New York"," Queens County",4354,0.170997485331098
36081054200,"Census Tract 542, Queens County, New York"," Queens County",5482,0.0897959183673469
36081054500,"Census Tract 545, Queens County, New York"," Queens County",3813,0.338983050847458
36081054700,"Census Tract 547, Queens County, New York"," Queens County",5382,0.236625514403292
36081054800,"Census Tract 548, Queens County, New York"," Queens County",2316,0.0772946859903382
36081054900,"Census Tract 549, Queens County, New York"," Queens County",5503,0.333940497874924
36081055100,"Census Tract 551, Queens County, New York"," Queens County",4932,0.32166566083283
36081055200,"Census Tract 552, Queens County, New York"," Queens County",3006,0.3256038647343
36081055300,"Census Tract 553, Queens County, New York"," Queens County",2436,0.42483660130719
36081055400,"Census Tract 554, Queens County, New York"," Queens County",2344,0.253315649867374
36081055500,"Census Tract 555, Queens County, New York"," Queens County",2348,0.292101341281669
36081055600,"Census Tract 556, Queens County, New York"," Queens County",2453,0.117824773413897
36081055700,"Census Tract 557, Queens County, New York"," Queens County",3781,0.284700315457413
36081055800,"Census Tract 558, Queens County, New York"," Queens County",1763,0.123552123552124
36081055900,"Census Tract 559, Queens County, New York"," Queens County",1401,0.3
36081056000,"Census Tract 560, Queens County, New York"," Queens County",1651,0.149789029535865
36081056100,"Census Tract 561, Queens County, New York"," Queens County",120,0.0930232558139535
36081056200,"Census Tract 562, Queens County, New York"," Queens County",1655,0.10250569476082
36081056400,"Census Tract 564, Queens County, New York"," Queens County",1582,0.299798792756539
36081056500,"Census Tract 565, Queens County, New York"," Queens County",1380,0.280623608017817
36081056600,"Census Tract 566, Queens County, New York"," Queens County",1703,0.0454545454545455
36081056700,"Census Tract 567, Queens County, New York"," Queens County",4231,0.20818630910374
36081056800,"Census Tract 568, Queens County, New York"," Queens County",4439,0.257651245551601
36081057700,"Census Tract 577, Queens County, New York"," Queens County",3797,0.251152073732719
36081057900,"Census Tract 579, Queens County, New York"," Queens County",1610,0.285956006768189
36081058000,"Census Tract 580, Queens County, New York"," Queens County",3565,0.242311276794035
36081058100,"Census Tract 581, Queens County, New York"," Queens County",2875,0.368274582560297
36081058200,"Census Tract 582, Queens County, New York"," Queens County",5054,0.141158989598811
36081058300,"Census Tract 583, Queens County, New York"," Queens County",3327,0.297939778129952
36081058500,"Census Tract 585, Queens County, New York"," Queens County",4476,0.243356643356643
36081058700,"Census Tract 587, Queens County, New York"," Queens County",3421,0.333822450476889
36081058900,"Census Tract 589, Queens County, New York"," Queens County",4165,0.39621409921671
36081059000,"Census Tract 590, Queens County, New York"," Queens County",1428,0.2175
36081059100,"Census Tract 591, Queens County, New York"," Queens County",5210,0.341772151898734
36081059200,"Census Tract 592, Queens County, New York"," Queens County",1128,0.156424581005587
36081059300,"Census Tract 593, Queens County, New York"," Queens County",4192,0.310046573519627
36081059400,"Census Tract 594, Queens County, New York"," Queens County",1553,0.216666666666667
36081059500,"Census Tract 595, Queens County, New York"," Queens County",4435,0.379529561347743
36081059600,"Census Tract 596, Queens County, New York"," Queens County",1465,0.323340471092077
36081059800,"Census Tract 598, Queens County, New York"," Queens County",1727,0.261261261261261
36081059900,"Census Tract 599, Queens County, New York"," Queens County",1376,0.471349353049908
36081060000,"Census Tract 600, Queens County, New York"," Queens County",1086,0.19672131147541
36081060100,"Census Tract 601, Queens County, New York"," Queens County",1955,0.398467432950192
36081060300,"Census Tract 603, Queens County, New York"," Queens County",2006,0.283356258596974
36081060600,"Census Tract 606, Queens County, New York"," Queens County",1393,0.271551724137931
36081060701,"Census Tract 607.01, Queens County, New York"," Queens County",16,1
36081060800,"Census Tract 608, Queens County, New York"," Queens County",1662,0.197752808988764
36081061000,"Census Tract 610, Queens County, New York"," Queens County",1556,0.114014251781473
36081061200,"Census Tract 612, Queens County, New York"," Queens County",1528,0.219123505976096
36081061301,"Census Tract 613.01, Queens County, New York"," Queens County",6281,0.255758157389635
36081061302,"Census Tract 613.02, Queens County, New York"," Queens County",15,0
36081061400,"Census Tract 614, Queens County, New York"," Queens County",1321,0.134897360703812
36081061601,"Census Tract 616.01, Queens County, New York"," Queens County",2384,0.256484149855908
36081061602,"Census Tract 616.02, Queens County, New York"," Queens County",1275,0.215258855585831
36081061800,"Census Tract 618, Queens County, New York"," Queens County",1876,0.390855457227139
36081061900,"Census Tract 619, Queens County, New York"," Queens County",2738,0.347089947089947
36081062000,"Census Tract 620, Queens County, New York"," Queens County",1518,0.167322834645669
36081062100,"Census Tract 621, Queens County, New York"," Queens County",2589,0.313559322033898
36081062200,"Census Tract 622, Queens County, New York"," Queens County",1653,0.318471337579618
36081062300,"Census Tract 623, Queens County, New York"," Queens County",2049,0.317541613316261
36081062400,"Census Tract 624, Queens County, New York"," Queens County",0,NA
36081062500,"Census Tract 625, Queens County, New York"," Queens County",2586,0.323687031082529
36081062600,"Census Tract 626, Queens County, New York"," Queens County",3096,0.171264367816092
36081062700,"Census Tract 627, Queens County, New York"," Queens County",2917,0.188498402555911
36081062900,"Census Tract 629, Queens County, New York"," Queens County",3086,0.273333333333333
36081063000,"Census Tract 630, Queens County, New York"," Queens County",1865,0.204119850187266
36081063200,"Census Tract 632, Queens County, New York"," Queens County",2459,0.201754385964912
36081063301,"Census Tract 633.01, Queens County, New York"," Queens County",1450,0.337954939341421
36081063302,"Census Tract 633.02, Queens County, New York"," Queens County",1490,0.325095057034221
36081063500,"Census Tract 635, Queens County, New York"," Queens County",2636,0.241102181400689
36081063700,"Census Tract 637, Queens County, New York"," Queens County",3199,0.27965367965368
36081063800,"Census Tract 638, Queens County, New York"," Queens County",4113,0.143272023233301
36081063900,"Census Tract 639, Queens County, New York"," Queens County",2551,0.401951219512195
36081064101,"Census Tract 641.01, Queens County, New York"," Queens County",2038,0.427184466019417
36081064102,"Census Tract 641.02, Queens County, New York"," Queens County",154,0.518072289156627
36081064500,"Census Tract 645, Queens County, New York"," Queens County",1948,0.25
36081064600,"Census Tract 646, Queens County, New York"," Queens County",3121,0.252386002120891
36081065000,"Census Tract 650, Queens County, New York"," Queens County",3070,0.200235571260306
36081065400,"Census Tract 654, Queens County, New York"," Queens County",3128,0.17995444191344
36081065501,"Census Tract 655.01, Queens County, New York"," Queens County",0,NA
36081065600,"Census Tract 656, Queens County, New York"," Queens County",5230,0.197359735973597
36081065702,"Census Tract 657.02, Queens County, New York"," Queens County",1761,0.363013698630137
36081065703,"Census Tract 657.03, Queens County, New York"," Queens County",2783,0.315547378104876
36081065900,"Census Tract 659, Queens County, New York"," Queens County",1765,0.333333333333333
36081066000,"Census Tract 660, Queens County, New York"," Queens County",3674,0.151362260343088
36081066100,"Census Tract 661, Queens County, New York"," Queens County",1469,0.4016
36081066300,"Census Tract 663, Queens County, New York"," Queens County",2463,0.363354037267081
36081066400,"Census Tract 664, Queens County, New York"," Queens County",10018,0.211964038727524
36081066501,"Census Tract 665.01, Queens County, New York"," Queens County",3400,0.334315169366716
36081066701,"Census Tract 667.01, Queens County, New York"," Queens County",2280,0.449799196787149
36081066900,"Census Tract 669, Queens County, New York"," Queens County",1602,0.358064516129032
36081067100,"Census Tract 671, Queens County, New York"," Queens County",2129,0.278668310727497
36081067700,"Census Tract 677, Queens County, New York"," Queens County",1826,0.301564722617354
36081067900,"Census Tract 679, Queens County, New York"," Queens County",3772,0.510373443983402
36081068000,"Census Tract 680, Queens County, New York"," Queens County",5064,0.157859078590786
36081068200,"Census Tract 682, Queens County, New York"," Queens County",1278,0.18848167539267
36081068300,"Census Tract 683, Queens County, New York"," Queens County",4499,0.237586423632935
36081068700,"Census Tract 687, Queens County, New York"," Queens County",4703,0.382290562036055
36081069000,"Census Tract 690, Queens County, New York"," Queens County",3460,0.209
36081069300,"Census Tract 693, Queens County, New York"," Queens County",2864,0.454242928452579
36081069400,"Census Tract 694, Queens County, New York"," Queens County",3687,0.141304347826087
36081069500,"Census Tract 695, Queens County, New York"," Queens County",1773,0.47810650887574
36081069701,"Census Tract 697.01, Queens County, New York"," Queens County",3990,0.470288624787776
36081069702,"Census Tract 697.02, Queens County, New York"," Queens County",3548,0.413393432066967
36081070300,"Census Tract 703, Queens County, New York"," Queens County",2007,0.311989100817439
36081070700,"Census Tract 707, Queens County, New York"," Queens County",2262,0.225629791894852
36081070900,"Census Tract 709, Queens County, New York"," Queens County",2555,0.389728096676737
36081071100,"Census Tract 711, Queens County, New York"," Queens County",5948,0.507592190889371
36081071303,"Census Tract 713.03, Queens County, New York"," Queens County",5318,0.455470737913486
36081071304,"Census Tract 713.04, Queens County, New York"," Queens County",6191,0.553982883475971
36081071305,"Census Tract 713.05, Queens County, New York"," Queens County",4841,0.564651553316541
36081071306,"Census Tract 713.06, Queens County, New York"," Queens County",6256,0.518743305962156
36081071600,"Census Tract 716, Queens County, New York"," Queens County",0,NA
36081071701,"Census Tract 717.01, Queens County, New York"," Queens County",5571,0.468222043443282
36081071702,"Census Tract 717.02, Queens County, New York"," Queens County",3865,0.448798328108673
36081071900,"Census Tract 719, Queens County, New York"," Queens County",2587,0.282282282282282
36081072100,"Census Tract 721, Queens County, New York"," Queens County",4751,0.440036900369004
36081072300,"Census Tract 723, Queens County, New York"," Queens County",1965,0.294943820224719
36081072900,"Census Tract 729, Queens County, New York"," Queens County",1147,0.211678832116788
36081073100,"Census Tract 731, Queens County, New York"," Queens County",1501,0.259469696969697
36081073700,"Census Tract 737, Queens County, New York"," Queens County",1748,0.608863198458574
36081073900,"Census Tract 739, Queens County, New York"," Queens County",5442,0.605699855699856
36081074100,"Census Tract 741, Queens County, New York"," Queens County",3021,0.508080155138979
36081074300,"Census Tract 743, Queens County, New York"," Queens County",4654,0.37152209492635
36081074500,"Census Tract 745, Queens County, New York"," Queens County",3836,0.312956810631229
36081074700,"Census Tract 747, Queens County, New York"," Queens County",3433,0.406158357771261
36081074900,"Census Tract 749, Queens County, New York"," Queens County",1488,0.266666666666667
36081075701,"Census Tract 757.01, Queens County, New York"," Queens County",5053,0.577895133911731
36081075702,"Census Tract 757.02, Queens County, New York"," Queens County",4565,0.523356009070295
36081076901,"Census Tract 769.01, Queens County, New York"," Queens County",4172,0.567326732673267
36081076902,"Census Tract 769.02, Queens County, New York"," Queens County",1486,0.40695915279879
36081077300,"Census Tract 773, Queens County, New York"," Queens County",2189,0.506012950971323
36081077500,"Census Tract 775, Queens County, New York"," Queens County",2014,0.512790697674419
36081077902,"Census Tract 779.02, Queens County, New York"," Queens County",5382,0.213936430317848
36081077903,"Census Tract 779.03, Queens County, New York"," Queens County",3130,0.250912408759124
36081077904,"Census Tract 779.04, Queens County, New York"," Queens County",6812,0.256947608200456
36081077905,"Census Tract 779.05, Queens County, New York"," Queens County",2673,0.376122082585278
36081077906,"Census Tract 779.06, Queens County, New York"," Queens County",3241,0.340080971659919
36081077907,"Census Tract 779.07, Queens County, New York"," Queens County",3186,0.268421052631579
36081077908,"Census Tract 779.08, Queens County, New York"," Queens County",4364,0.301632363378282
36081078800,"Census Tract 788, Queens County, New York"," Queens County",1575,0.177514792899408
36081079000,"Census Tract 790, Queens County, New York"," Queens County",2508,0.211096075778078
36081079200,"Census Tract 792, Queens County, New York"," Queens County",2599,0.262948207171315
