"GEOID","census_tract","borough","total_population","two_three","four_five","sixplus"
36005022403,"Census Tract 224.03, Bronx County, New York"," Bronx County",3502,0.69358407079646,0.254424778761062,0.0519911504424779
36005022404,"Census Tract 224.04, Bronx County, New York"," Bronx County",4187,0.745964316057774,0.227697536108751,0.0263381478334749
36005022500,"Census Tract 225, Bronx County, New York"," Bronx County",8066,0.432098765432099,0.445094217024042,0.12280701754386
36005022701,"Census Tract 227.01, Bronx County, New York"," Bronx County",5917,0.610252237591538,0.251423921887714,0.138323840520749
36005022702,"Census Tract 227.02, Bronx County, New York"," Bronx County",1485,0.692982456140351,0.260233918128655,0.0467836257309941
36005022703,"Census Tract 227.03, Bronx County, New York"," Bronx County",1871,0.511434511434511,0.43035343035343,0.0582120582120582
36005022800,"Census Tract 228, Bronx County, New York"," Bronx County",6231,0.623098201936376,0.36030428769018,0.016597510373444
36005022901,"Census Tract 229.01, Bronx County, New York"," Bronx County",5568,0.624489795918367,0.216326530612245,0.159183673469388
36005022902,"Census Tract 229.02, Bronx County, New York"," Bronx County",3386,0.551564310544612,0.41135573580533,0.0370799536500579
36005023000,"Census Tract 230, Bronx County, New York"," Bronx County",3334,0.593123209169054,0.242120343839542,0.164756446991404
36005023100,"Census Tract 231, Bronx County, New York"," Bronx County",1594,0.466898954703833,0.365853658536585,0.167247386759582
36005023200,"Census Tract 232, Bronx County, New York"," Bronx County",2704,0.401680672268908,0.521008403361345,0.0773109243697479
36005023301,"Census Tract 233.01, Bronx County, New York"," Bronx County",4356,0.641865079365079,0.307539682539683,0.0505952380952381
36005023302,"Census Tract 233.02, Bronx County, New York"," Bronx County",3614,0.542819499341239,0.288537549407115,0.168642951251647
36005023501,"Census Tract 235.01, Bronx County, New York"," Bronx County",3044,0.636764705882353,0.289705882352941,0.0735294117647059
36005023502,"Census Tract 235.02, Bronx County, New York"," Bronx County",4706,0.580677290836653,0.353585657370518,0.0657370517928287
36005023600,"Census Tract 236, Bronx County, New York"," Bronx County",2275,0.411214953271028,0.448598130841121,0.14018691588785
36005023702,"Census Tract 237.02, Bronx County, New York"," Bronx County",1216,0.456521739130435,0.382608695652174,0.160869565217391
36005023703,"Census Tract 237.03, Bronx County, New York"," Bronx County",5014,0.477130044843049,0.418834080717489,0.104035874439462
36005023704,"Census Tract 237.04, Bronx County, New York"," Bronx County",3717,0.576968272620447,0.370152761457109,0.0528789659224442
36005023800,"Census Tract 238, Bronx County, New York"," Bronx County",2567,0.489761092150171,0.402730375426621,0.107508532423208
36005023900,"Census Tract 239, Bronx County, New York"," Bronx County",8282,0.496685082872928,0.405524861878453,0.0977900552486188
36005024000,"Census Tract 240, Bronx County, New York"," Bronx County",3963,0.518728717366629,0.446083995459705,0.0351872871736663
36005024100,"Census Tract 241, Bronx County, New York"," Bronx County",6324,0.521645021645022,0.362914862914863,0.115440115440115
36005024300,"Census Tract 243, Bronx County, New York"," Bronx County",5748,0.57906976744186,0.337984496124031,0.0829457364341085
36005024400,"Census Tract 244, Bronx County, New York"," Bronx County",2551,0.515625,0.404513888888889,0.0798611111111111
36005024501,"Census Tract 245.01, Bronx County, New York"," Bronx County",5162,0.599137931034483,0.272413793103448,0.128448275862069
36005024502,"Census Tract 245.02, Bronx County, New York"," Bronx County",3619,0.650397275822929,0.238365493757094,0.111237230419977
36005024600,"Census Tract 246, Bronx County, New York"," Bronx County",2223,0.6232741617357,0.297830374753452,0.0788954635108481
36005024700,"Census Tract 247, Bronx County, New York"," Bronx County",1964,0.589498806682578,0.288782816229117,0.121718377088305
36005024800,"Census Tract 248, Bronx County, New York"," Bronx County",3069,0.598736176935229,0.358609794628752,0.042654028436019
36005024900,"Census Tract 249, Bronx County, New York"," Bronx County",0,NA,NA,NA
36005025000,"Census Tract 250, Bronx County, New York"," Bronx County",2663,0.677993527508091,0.289644012944984,0.0323624595469256
36005025100,"Census Tract 251, Bronx County, New York"," Bronx County",6564,0.566906474820144,0.323741007194245,0.109352517985612
36005025200,"Census Tract 252, Bronx County, New York"," Bronx County",2692,0.544326241134752,0.331560283687943,0.124113475177305
36005025300,"Census Tract 253, Bronx County, New York"," Bronx County",5952,0.639498432601881,0.278996865203762,0.0815047021943574
36005025400,"Census Tract 254, Bronx County, New York"," Bronx County",2200,0.621951219512195,0.306910569105691,0.0711382113821138
36005025500,"Census Tract 255, Bronx County, New York"," Bronx County",5874,0.66109785202864,0.249005568814638,0.0898965791567224
36005025600,"Census Tract 256, Bronx County, New York"," Bronx County",1831,0.632075471698113,0.292452830188679,0.0754716981132075
