"GEOID","census_tract","borough","total_population","two_three","four_five","sixplus"
36081004002,"Census Tract 40.02, Queens County, New York"," Queens County",1551,0.454277286135693,0.430678466076696,0.115044247787611
36081004200,"Census Tract 42, Queens County, New York"," Queens County",4801,0.42544731610338,0.403578528827038,0.170974155069582
36081004300,"Census Tract 43, Queens County, New York"," Queens County",2418,0.792358803986711,0.184385382059801,0.0232558139534884
36081004401,"Census Tract 44.01, Queens County, New York"," Queens County",3716,0.496341463414634,0.332926829268293,0.170731707317073
36081004500,"Census Tract 45, Queens County, New York"," Queens County",3533,0.671484888304862,0.275952693823916,0.0525624178712221
36081004700,"Census Tract 47, Queens County, New York"," Queens County",4011,0.836049856184084,0.137104506232023,0.0268456375838926
36081005000,"Census Tract 50, Queens County, New York"," Queens County",37,1,0,0
36081005100,"Census Tract 51, Queens County, New York"," Queens County",2194,0.475294117647059,0.423529411764706,0.101176470588235
36081005200,"Census Tract 52, Queens County, New York"," Queens County",2746,0.340551181102362,0.450787401574803,0.208661417322835
36081005300,"Census Tract 53, Queens County, New York"," Queens County",4043,0.888888888888889,0.0809178743961353,0.0301932367149758
36081005400,"Census Tract 54, Queens County, New York"," Queens County",5630,0.45709946848899,0.46545178435839,0.0774487471526196
36081005500,"Census Tract 55, Queens County, New York"," Queens County",943,0.652360515021459,0.334763948497854,0.0128755364806867
36081005700,"Census Tract 57, Queens County, New York"," Queens County",4315,0.779888268156425,0.187709497206704,0.0324022346368715
36081005800,"Census Tract 58, Queens County, New York"," Queens County",5785,0.633905013192612,0.321240105540897,0.0448548812664908
36081005900,"Census Tract 59, Queens County, New York"," Queens County",4174,0.661458333333333,0.264322916666667,0.07421875
36081006100,"Census Tract 61, Queens County, New York"," Queens County",5980,0.801418439716312,0.198581560283688,0
36081006201,"Census Tract 62.01, Queens County, New York"," Queens County",5996,0.723865877712032,0.26758711374096,0.00854700854700855
36081006202,"Census Tract 62.02, Queens County, New York"," Queens County",7378,0.674647887323944,0.289201877934272,0.036150234741784
36081006300,"Census Tract 63, Queens County, New York"," Queens County",5434,0.677173913043478,0.275,0.0478260869565217
36081006501,"Census Tract 65.01, Queens County, New York"," Queens County",3550,0.722772277227723,0.267326732673267,0.0099009900990099
36081006502,"Census Tract 65.02, Queens County, New York"," Queens County",3845,0.698630136986301,0.231631382316314,0.0697384806973848
36081006900,"Census Tract 69, Queens County, New York"," Queens County",4649,0.773388773388773,0.191268191268191,0.0353430353430353
36081007100,"Census Tract 71, Queens County, New York"," Queens County",3825,0.81398252184769,0.129837702871411,0.0561797752808989
36081007300,"Census Tract 73, Queens County, New York"," Queens County",4365,0.756756756756757,0.183991683991684,0.0592515592515593
36081007500,"Census Tract 75, Queens County, New York"," Queens County",4325,0.759626604434072,0.212368728121354,0.0280046674445741
36081007700,"Census Tract 77, Queens County, New York"," Queens County",1446,0.667883211678832,0.266423357664234,0.0656934306569343
36081007900,"Census Tract 79, Queens County, New York"," Queens County",3425,0.655124653739612,0.278393351800554,0.0664819944598338
36081008100,"Census Tract 81, Queens County, New York"," Queens County",1213,0.50207468879668,0.398340248962656,0.0995850622406639
36081008300,"Census Tract 83, Queens County, New York"," Queens County",3527,0.578534031413613,0.362565445026178,0.0589005235602094
36081008500,"Census Tract 85, Queens County, New York"," Queens County",1138,0.65530303030303,0.212121212121212,0.132575757575758
36081008600,"Census Tract 86, Queens County, New York"," Queens County",2849,0.46539027982327,0.438880706921944,0.0957290132547865
36081008700,"Census Tract 87, Queens County, New York"," Queens County",5107,0.402999062792877,0.466729147141518,0.130271790065604
36081008800,"Census Tract 88, Queens County, New York"," Queens County",3928,0.437146092865232,0.439411098527746,0.123442808607022
36081009100,"Census Tract 91, Queens County, New York"," Queens County",2863,0.726530612244898,0.225850340136054,0.0476190476190476
36081009400,"Census Tract 94, Queens County, New York"," Queens County",2962,0.547195622435021,0.388508891928865,0.0642954856361149
36081009500,"Census Tract 95, Queens County, New York"," Queens County",2755,0.71850699844479,0.259720062208398,0.0217729393468118
36081009600,"Census Tract 96, Queens County, New York"," Queens County",4079,0.455726092089728,0.296340023612751,0.247933884297521
36081009700,"Census Tract 97, Queens County, New York"," Queens County",3410,0.735805330243337,0.234067207415991,0.0301274623406721
36081009800,"Census Tract 98, Queens County, New York"," Queens County",2818,0.410769230769231,0.501538461538461,0.0876923076923077
36081009900,"Census Tract 99, Queens County, New York"," Queens County",0,NA,NA,NA
36081010000,"Census Tract 100, Queens County, New York"," Queens County",3833,0.515258215962441,0.36150234741784,0.123239436619718
36081010100,"Census Tract 101, Queens County, New York"," Queens County",2501,0.655172413793103,0.339080459770115,0.00574712643678161
36081010200,"Census Tract 102, Queens County, New York"," Queens County",3164,0.420669577874818,0.395924308588064,0.183406113537118
36081010300,"Census Tract 103, Queens County, New York"," Queens County",3812,0.68869123252859,0.279542566709022,0.0317662007623888
36081010400,"Census Tract 104, Queens County, New York"," Queens County",3442,0.522113022113022,0.373464373464373,0.104422604422604
36081010500,"Census Tract 105, Queens County, New York"," Queens County",4115,0.670071501532176,0.29417773237998,0.0357507660878447
36081010600,"Census Tract 106, Queens County, New York"," Queens County",3741,0.394018205461639,0.47334200260078,0.132639791937581
36081010701,"Census Tract 107.01, Queens County, New York"," Queens County",0,NA,NA,NA
36081010800,"Census Tract 108, Queens County, New York"," Queens County",3530,0.382470119521912,0.458167330677291,0.159362549800797
36081011000,"Census Tract 110, Queens County, New York"," Queens County",3586,0.421656050955414,0.44968152866242,0.128662420382166
36081011100,"Census Tract 111, Queens County, New York"," Queens County",3440,0.618571428571429,0.304285714285714,0.0771428571428571
36081011200,"Census Tract 112, Queens County, New York"," Queens County",2168,0.541322314049587,0.295454545454545,0.163223140495868
36081011300,"Census Tract 113, Queens County, New York"," Queens County",4229,0.6775,0.30375,0.01875
36081011400,"Census Tract 114, Queens County, New York"," Queens County",1050,0.527131782945736,0.472868217054264,0
36081011500,"Census Tract 115, Queens County, New York"," Queens County",2356,0.806306306306306,0.162162162162162,0.0315315315315315
36081011600,"Census Tract 116, Queens County, New York"," Queens County",2309,0.452991452991453,0.35042735042735,0.196581196581197
36081011700,"Census Tract 117, Queens County, New York"," Queens County",3706,0.724233983286908,0.264623955431755,0.011142061281337
36081011800,"Census Tract 118, Queens County, New York"," Queens County",2766,0.346428571428571,0.533928571428571,0.119642857142857
36081011900,"Census Tract 119, Queens County, New York"," Queens County",1674,0.739811912225705,0.197492163009404,0.0626959247648903
36081012000,"Census Tract 120, Queens County, New York"," Queens County",2467,0.476014760147601,0.415129151291513,0.108856088560886
36081012100,"Census Tract 121, Queens County, New York"," Queens County",2247,0.669683257918552,0.29185520361991,0.0384615384615385
36081012200,"Census Tract 122, Queens County, New York"," Queens County",3632,0.44635761589404,0.340397350993377,0.213245033112583
36081012301,"Census Tract 123.01, Queens County, New York"," Queens County",2670,0.833613445378151,0.152941176470588,0.0134453781512605
36081012400,"Census Tract 124, Queens County, New York"," Queens County",3118,0.487839771101574,0.386266094420601,0.125894134477825
36081012500,"Census Tract 125, Queens County, New York"," Queens County",1829,0.724489795918367,0.181122448979592,0.0943877551020408
36081012601,"Census Tract 126.01, Queens County, New York"," Queens County",2728,0.445497630331754,0.458135860979463,0.0963665086887836
36081012602,"Census Tract 126.02, Queens County, New York"," Queens County",2666,0.480582524271845,0.420711974110032,0.098705501618123
36081012800,"Census Tract 128, Queens County, New York"," Queens County",2245,0.459514170040486,0.392712550607287,0.147773279352227
36081013000,"Census Tract 130, Queens County, New York"," Queens County",1645,0.598971722365039,0.341902313624679,0.0591259640102828
36081013200,"Census Tract 132, Queens County, New York"," Queens County",2329,0.613095238095238,0.18452380952381,0.202380952380952
36081013400,"Census Tract 134, Queens County, New York"," Queens County",5920,0.677587490692479,0.300074460163812,0.0223380491437081
36081013500,"Census Tract 135, Queens County, New York"," Queens County",1696,0.690871369294606,0.278008298755187,0.0311203319502075
36081013600,"Census Tract 136, Queens County, New York"," Queens County",2063,0.670480549199085,0.237986270022883,0.091533180778032
36081013700,"Census Tract 137, Queens County, New York"," Queens County",1789,0.706730769230769,0.245192307692308,0.0480769230769231
36081013800,"Census Tract 138, Queens County, New York"," Queens County",3600,0.597639484978541,0.383047210300429,0.01931330472103
36081014000,"Census Tract 140, Queens County, New York"," Queens County",3733,0.636994219653179,0.193063583815029,0.169942196531792
36081014100,"Census Tract 141, Queens County, New York"," Queens County",1729,0.729050279329609,0.229050279329609,0.0418994413407821
36081014201,"Census Tract 142.01, Queens County, New York"," Queens County",4452,0.392236976506639,0.471910112359551,0.13585291113381
36081014202,"Census Tract 142.02, Queens County, New York"," Queens County",2749,0.394250513347023,0.404517453798768,0.201232032854209
36081014300,"Census Tract 143, Queens County, New York"," Queens County",4057,0.708803611738149,0.26410835214447,0.0270880361173815
36081014400,"Census Tract 144, Queens County, New York"," Queens County",2033,0.281094527363184,0.649253731343284,0.0696517412935323
36081014500,"Census Tract 145, Queens County, New York"," Queens County",2313,0.562105263157895,0.336842105263158,0.101052631578947
36081014700,"Census Tract 147, Queens County, New York"," Queens County",3367,0.738965952080706,0.228247162673392,0.0327868852459016
36081014800,"Census Tract 148, Queens County, New York"," Queens County",2200,0.372983870967742,0.495967741935484,0.131048387096774
36081014900,"Census Tract 149, Queens County, New York"," Queens County",2430,0.672794117647059,0.308823529411765,0.0183823529411765
36081015000,"Census Tract 150, Queens County, New York"," Queens County",2895,0.305114638447972,0.486772486772487,0.208112874779541
36081015100,"Census Tract 151, Queens County, New York"," Queens County",2717,0.764132553606238,0.185185185185185,0.050682261208577
36081015200,"Census Tract 152, Queens County, New York"," Queens County",2808,0.447409733124019,0.434850863422292,0.117739403453689
36081015300,"Census Tract 153, Queens County, New York"," Queens County",2159,0.688046647230321,0.253644314868805,0.0583090379008746
36081015400,"Census Tract 154, Queens County, New York"," Queens County",2524,0.468451242829828,0.309751434034417,0.221797323135755
36081015500,"Census Tract 155, Queens County, New York"," Queens County",2336,0.739514348785872,0.196467991169978,0.0640176600441501
36081015600,"Census Tract 156, Queens County, New York"," Queens County",3104,0.466954022988506,0.399425287356322,0.133620689655172
36081015700,"Census Tract 157, Queens County, New York"," Queens County",1457,0.41897233201581,0.58102766798419,0
36081015801,"Census Tract 158.01, Queens County, New York"," Queens County",3564,0.46986301369863,0.346575342465753,0.183561643835616
36081015802,"Census Tract 158.02, Queens County, New York"," Queens County",4679,0.477162293488824,0.379008746355685,0.143828960155491
36081015900,"Census Tract 159, Queens County, New York"," Queens County",3964,0.690159574468085,0.251329787234043,0.0585106382978723
36081016100,"Census Tract 161, Queens County, New York"," Queens County",2606,0.566308243727599,0.385304659498208,0.0483870967741935
36081016300,"Census Tract 163, Queens County, New York"," Queens County",3788,0.852678571428571,0.129464285714286,0.0178571428571429
36081016400,"Census Tract 164, Queens County, New York"," Queens County",3691,0.41866028708134,0.423444976076555,0.157894736842105
36081016600,"Census Tract 166, Queens County, New York"," Queens County",3409,0.434127979924718,0.48306148055207,0.082810539523212
36081016800,"Census Tract 168, Queens County, New York"," Queens County",3413,0.495705521472393,0.38159509202454,0.122699386503067
36081016900,"Census Tract 169, Queens County, New York"," Queens County",5561,0.655956112852665,0.327586206896552,0.0164576802507837
36081017000,"Census Tract 170, Queens County, New York"," Queens County",2339,0.546992481203007,0.315789473684211,0.137218045112782
36081017100,"Census Tract 171, Queens County, New York"," Queens County",0,NA,NA,NA
36081017200,"Census Tract 172, Queens County, New York"," Queens County",2355,0.420634920634921,0.456349206349206,0.123015873015873
36081017400,"Census Tract 174, Queens County, New York"," Queens County",2867,0.465045592705167,0.38145896656535,0.153495440729483
36081017600,"Census Tract 176, Queens County, New York"," Queens County",2498,0.386861313868613,0.485401459854015,0.127737226277372
36081017800,"Census Tract 178, Queens County, New York"," Queens County",2242,0.47887323943662,0.398390342052314,0.122736418511066
36081017900,"Census Tract 179, Queens County, New York"," Queens County",994,0.615720524017467,0.375545851528384,0.00873362445414847
36081018000,"Census Tract 180, Queens County, New York"," Queens County",1456,0.37956204379562,0.372262773722628,0.248175182481752
36081018101,"Census Tract 181.01, Queens County, New York"," Queens County",4293,0.552359033371692,0.364787111622555,0.0828538550057537
36081018102,"Census Tract 181.02, Queens County, New York"," Queens County",3755,0.795134443021767,0.204865556978233,0
36081018200,"Census Tract 182, Queens County, New York"," Queens County",2416,0.509803921568627,0.341176470588235,0.149019607843137
36081018300,"Census Tract 183, Queens County, New York"," Queens County",6322,0.621761658031088,0.357512953367876,0.0207253886010363
36081018401,"Census Tract 184.01, Queens County, New York"," Queens County",2272,0.560836501901141,0.372623574144487,0.0665399239543726
36081018402,"Census Tract 184.02, Queens County, New York"," Queens County",2342,0.612781954887218,0.229323308270677,0.157894736842105
36081018501,"Census Tract 185.01, Queens County, New York"," Queens County",3685,0.674641148325359,0.248803827751196,0.076555023923445
36081018502,"Census Tract 185.02, Queens County, New York"," Queens County",3557,0.710526315789474,0.289473684210526,0
36081018600,"Census Tract 186, Queens County, New York"," Queens County",1908,0.284900284900285,0.447293447293447,0.267806267806268
36081018700,"Census Tract 187, Queens County, New York"," Queens County",3074,0.558951965065502,0.374090247452693,0.0669577874818049
36081018800,"Census Tract 188, Queens County, New York"," Queens County",1476,0.550335570469799,0.315436241610738,0.134228187919463
36081018900,"Census Tract 189, Queens County, New York"," Queens County",3470,0.566970091027308,0.433029908972692,0
36081019000,"Census Tract 190, Queens County, New York"," Queens County",2291,0.492481203007519,0.351503759398496,0.156015037593985
36081019200,"Census Tract 192, Queens County, New York"," Queens County",2009,0.642082429501085,0.234273318872017,0.123644251626898
36081019400,"Census Tract 194, Queens County, New York"," Queens County",2508,0.509401709401709,0.384615384615385,0.105982905982906
36081019600,"Census Tract 196, Queens County, New York"," Queens County",2756,0.397887323943662,0.436619718309859,0.165492957746479
36081019800,"Census Tract 198, Queens County, New York"," Queens County",2981,0.434920634920635,0.374603174603175,0.19047619047619
36081019900,"Census Tract 199, Queens County, New York"," Queens County",1074,0.62111801242236,0.37888198757764,0
36081020200,"Census Tract 202, Queens County, New York"," Queens County",1693,0.437325905292479,0.353760445682451,0.20891364902507
36081020400,"Census Tract 204, Queens County, New York"," Queens County",2195,0.487124463519313,0.341201716738197,0.171673819742489
36081020500,"Census Tract 205, Queens County, New York"," Queens County",994,0.671361502347418,0.23943661971831,0.0892018779342723
36081020600,"Census Tract 206, Queens County, New York"," Queens County",1855,0.445255474452555,0.391727493917275,0.16301703163017
36081020800,"Census Tract 208, Queens County, New York"," Queens County",2554,0.430976430976431,0.398989898989899,0.17003367003367
36081021200,"Census Tract 212, Queens County, New York"," Queens County",2362,0.6,0.31685393258427,0.0831460674157303
36081021400,"Census Tract 214, Queens County, New York"," Queens County",6415,0.61848635235732,0.341191066997519,0.0403225806451613
36081021600,"Census Tract 216, Queens County, New York"," Queens County",4373,0.729205175600739,0.22181146025878,0.0489833641404806
36081021900,"Census Tract 219, Queens County, New York"," Queens County",4,NA,NA,NA
36081022001,"Census Tract 220.01, Queens County, New York"," Queens County",5889,0.81952861952862,0.18047138047138,0
36081022002,"Census Tract 220.02, Queens County, New York"," Queens County",6421,0.673967459324155,0.277221526908636,0.048811013767209
36081022900,"Census Tract 229, Queens County, New York"," Queens County",0,NA,NA,NA
36081023000,"Census Tract 230, Queens County, New York"," Queens County",2430,0.336170212765957,0.448936170212766,0.214893617021277
36081023200,"Census Tract 232, Queens County, New York"," Queens County",5619,0.584192439862543,0.299828178694158,0.115979381443299
36081023500,"Census Tract 235, Queens County, New York"," Queens County",8855,0.546439628482972,0.342621259029928,0.1109391124871
36081023600,"Census Tract 236, Queens County, New York"," Queens County",2707,0.50259067357513,0.38860103626943,0.10880829015544
36081023800,"Census Tract 238, Queens County, New York"," Queens County",4705,0.507874015748031,0.37007874015748,0.122047244094488
36081024000,"Census Tract 240, Queens County, New York"," Queens County",6087,0.567474048442907,0.380622837370242,0.0519031141868512
36081024300,"Census Tract 243, Queens County, New York"," Queens County",6119,0.557807807807808,0.298798798798799,0.143393393393393
36081024500,"Census Tract 245, Queens County, New York"," Queens County",6158,0.656622724419335,0.233521657250471,0.109855618330195
36081024600,"Census Tract 246, Queens County, New York"," Queens County",0,NA,NA,NA
36081024700,"Census Tract 247, Queens County, New York"," Queens County",1574,0.559459459459459,0.394594594594595,0.0459459459459459
36081024900,"Census Tract 249, Queens County, New York"," Queens County",5099,0.62375249500998,0.288423153692615,0.0878243512974052
36081025100,"Census Tract 251, Queens County, New York"," Queens County",5909,0.536643026004728,0.442080378250591,0.0212765957446809
36081025301,"Census Tract 253.01, Queens County, New York"," Queens County",3967,0.58740157480315,0.393700787401575,0.0188976377952756
36081025302,"Census Tract 253.02, Queens County, New York"," Queens County",2881,0.550438596491228,0.381578947368421,0.0679824561403509
36081025400,"Census Tract 254, Queens County, New York"," Queens County",9094,0.459473412493547,0.356737222509035,0.183789364997419
36081025500,"Census Tract 255, Queens County, New York"," Queens County",1423,0.700325732899023,0.234527687296417,0.0651465798045603
36081025700,"Census Tract 257, Queens County, New York"," Queens County",1327,0.486792452830189,0.437735849056604,0.0754716981132075
36081025800,"Census Tract 258, Queens County, New York"," Queens County",2048,0.404597701149425,0.432183908045977,0.163218390804598
36081025900,"Census Tract 259, Queens County, New York"," Queens County",3353,0.465189873417722,0.401898734177215,0.132911392405063
36081026000,"Census Tract 260, Queens County, New York"," Queens County",2818,0.466898954703833,0.343205574912892,0.189895470383275
36081026100,"Census Tract 261, Queens County, New York"," Queens County",7098,0.471980074719801,0.408468244084682,0.119551681195517
36081026200,"Census Tract 262, Queens County, New York"," Queens County",1208,0.52317880794702,0.360927152317881,0.115894039735099
36081026300,"Census Tract 263, Queens County, New York"," Queens County",7124,0.438122332859175,0.377667140825036,0.184210526315789
36081026400,"Census Tract 264, Queens County, New York"," Queens County",2365,0.498993963782696,0.346076458752515,0.154929577464789
36081026500,"Census Tract 265, Queens County, New York"," Queens County",4127,0.538375973303671,0.363737486095662,0.0978865406006674
36081026600,"Census Tract 266, Queens County, New York"," Queens County",1933,0.432515337423313,0.297546012269939,0.269938650306748
36081026700,"Census Tract 267, Queens County, New York"," Queens County",6563,0.576512455516014,0.328825622775801,0.094661921708185
36081026901,"Census Tract 269.01, Queens County, New York"," Queens County",5089,0.575124378109453,0.282587064676617,0.14228855721393
36081026902,"Census Tract 269.02, Queens County, New York"," Queens County",4557,0.501106194690266,0.390486725663717,0.108407079646018
36081027000,"Census Tract 270, Queens County, New York"," Queens County",2080,0.419501133786848,0.333333333333333,0.247165532879819
36081027100,"Census Tract 271, Queens County, New York"," Queens County",8512,0.592247301275761,0.350834151128557,0.056918547595682
36081027200,"Census Tract 272, Queens County, New York"," Queens County",2432,0.48,0.292631578947368,0.227368421052632
36081027300,"Census Tract 273, Queens County, New York"," Queens County",8196,0.436829558998808,0.469606674612634,0.0935637663885578
36081027400,"Census Tract 274, Queens County, New York"," Queens County",1781,0.547677261613692,0.359413202933985,0.0929095354523227
36081027500,"Census Tract 275, Queens County, New York"," Queens County",7489,0.544080604534005,0.304156171284635,0.15176322418136
36081027600,"Census Tract 276, Queens County, New York"," Queens County",1262,0.541818181818182,0.352727272727273,0.105454545454545
36081027700,"Census Tract 277, Queens County, New York"," Queens County",7638,0.578914141414141,0.328914141414141,0.0921717171717172
36081027800,"Census Tract 278, Queens County, New York"," Queens County",2437,0.553231939163498,0.326996197718631,0.119771863117871
36081027900,"Census Tract 279, Queens County, New York"," Queens County",6233,0.616783216783217,0.344055944055944,0.0391608391608392
36081028000,"Census Tract 280, Queens County, New York"," Queens County",1775,0.424242424242424,0.366161616161616,0.20959595959596
36081028100,"Census Tract 281, Queens County, New York"," Queens County",4435,0.811991869918699,0.188008130081301,0
36081028200,"Census Tract 282, Queens County, New York"," Queens County",1703,0.51150895140665,0.358056265984655,0.130434782608696
36081028300,"Census Tract 283, Queens County, New York"," Queens County",7318,0.760397268777157,0.227808814400993,0.0117939168218498
36081028400,"Census Tract 284, Queens County, New York"," Queens County",4367,0.451820128479657,0.377944325481799,0.170235546038544
36081028500,"Census Tract 285, Queens County, New York"," Queens County",5120,0.64,0.36,0
36081028700,"Census Tract 287, Queens County, New York"," Queens County",6423,0.742173112338858,0.257826887661142,0
36081028800,"Census Tract 288, Queens County, New York"," Queens County",4693,0.51705069124424,0.412903225806452,0.0700460829493088
36081028900,"Census Tract 289, Queens County, New York"," Queens County",5574,0.630546075085324,0.308873720136519,0.060580204778157
36081029100,"Census Tract 291, Queens County, New York"," Queens County",6605,0.522515527950311,0.362577639751553,0.114906832298137
36081029300,"Census Tract 293, Queens County, New York"," Queens County",1217,0.376425855513308,0.433460076045627,0.190114068441065
36081029400,"Census Tract 294, Queens County, New York"," Queens County",6827,0.668136020151133,0.27896725440806,0.052896725440806
36081029500,"Census Tract 295, Queens County, New York"," Queens County",3722,0.698808234019502,0.301191765980498,0
36081029700,"Census Tract 297, Queens County, New York"," Queens County",2128,0.600806451612903,0.332661290322581,0.0665322580645161
36081029900,"Census Tract 299, Queens County, New York"," Queens County",0,NA,NA,NA
36081030600,"Census Tract 306, Queens County, New York"," Queens County",4058,0.586426299045599,0.301166489925769,0.112407211028632
36081030902,"Census Tract 309.02, Queens County, New York"," Queens County",7894,0.615794573643411,0.344476744186047,0.0397286821705426
36081030903,"Census Tract 309.03, Queens County, New York"," Queens County",6441,0.389572773352643,0.467052860246198,0.143374366401159
36081030904,"Census Tract 309.04, Queens County, New York"," Queens County",3847,0.491442542787286,0.396088019559902,0.112469437652812
36081031700,"Census Tract 317, Queens County, New York"," Queens County",6451,0.699079401611047,0.266973532796318,0.0339470655926352
36081032000,"Census Tract 320, Queens County, New York"," Queens County",5330,0.355371900826446,0.456906729634002,0.187721369539551
36081032700,"Census Tract 327, Queens County, New York"," Queens County",4112,0.505061867266592,0.38132733408324,0.113610798650169
36081032800,"Census Tract 328, Queens County, New York"," Queens County",2376,0.534965034965035,0.353146853146853,0.111888111888112
36081032900,"Census Tract 329, Queens County, New York"," Queens County",4071,0.462352941176471,0.354117647058824,0.183529411764706
36081033000,"Census Tract 330, Queens County, New York"," Queens County",7115,0.489276139410188,0.329758713136729,0.180965147453083
36081033100,"Census Tract 331, Queens County, New York"," Queens County",0,NA,NA,NA
36081033401,"Census Tract 334.01, Queens County, New York"," Queens County",3516,0.519464720194647,0.36374695863747,0.116788321167883
36081033402,"Census Tract 334.02, Queens County, New York"," Queens County",13061,0.807807807807808,0.162462462462462,0.0297297297297297
36081033700,"Census Tract 337, Queens County, New York"," Queens County",3555,0.508728179551122,0.311720698254364,0.179551122194514
36081033900,"Census Tract 339, Queens County, New York"," Queens County",3374,0.639097744360902,0.24937343358396,0.111528822055138
36081034700,"Census Tract 347, Queens County, New York"," Queens County",3394,0.491413474240423,0.430647291941876,0.0779392338177015
36081035100,"Census Tract 351, Queens County, New York"," Queens County",4215,0.552758954501452,0.436592449177154,0.010648596321394
36081035200,"Census Tract 352, Queens County, New York"," Queens County",3044,0.389057750759878,0.493920972644377,0.117021276595745
36081035300,"Census Tract 353, Queens County, New York"," Queens County",2451,0.448979591836735,0.452690166975881,0.098330241187384
36081035700,"Census Tract 357, Queens County, New York"," Queens County",4204,0.526896551724138,0.355862068965517,0.117241379310345
36081035800,"Census Tract 358, Queens County, New York"," Queens County",4094,0.546325878594249,0.33013844515442,0.123535676251331
36081036100,"Census Tract 361, Queens County, New York"," Queens County",2956,0.459807073954984,0.390675241157556,0.14951768488746
36081036300,"Census Tract 363, Queens County, New York"," Queens County",2105,0.449771689497717,0.436073059360731,0.114155251141553
36081036500,"Census Tract 365, Queens County, New York"," Queens County",3822,0.32688927943761,0.340949033391916,0.332161687170475
36081036600,"Census Tract 366, Queens County, New York"," Queens County",3041,0.557692307692308,0.346153846153846,0.0961538461538462
36081036700,"Census Tract 367, Queens County, New York"," Queens County",2644,0.47246891651865,0.369449378330373,0.158081705150977
36081036800,"Census Tract 368, Queens County, New York"," Queens County",2446,0.603508771929825,0.328070175438597,0.068421052631579
36081037100,"Census Tract 371, Queens County, New York"," Queens County",1789,0.51219512195122,0.260162601626016,0.227642276422764
36081037300,"Census Tract 373, Queens County, New York"," Queens County",2500,0.590132827324478,0.231499051233397,0.178368121442125
36081037500,"Census Tract 375, Queens County, New York"," Queens County",3946,0.467532467532468,0.275324675324675,0.257142857142857
36081037600,"Census Tract 376, Queens County, New York"," Queens County",5979,0.540816326530612,0.39047619047619,0.0687074829931973
36081037700,"Census Tract 377, Queens County, New York"," Queens County",3717,0.254428341384863,0.4170692431562,0.328502415458937
36081037900,"Census Tract 379, Queens County, New York"," Queens County",7287,0.227697536108751,0.399320305862362,0.372982158028887
36081038100,"Census Tract 381, Queens County, New York"," Queens County",7798,0.33828125,0.32734375,0.334375
36081038301,"Census Tract 383.01, Queens County, New York"," Queens County",0,NA,NA,NA
36081038302,"Census Tract 383.02, Queens County, New York"," Queens County",0,NA,NA,NA
36081038400,"Census Tract 384, Queens County, New York"," Queens County",2420,0.513513513513513,0.340540540540541,0.145945945945946
36081039400,"Census Tract 394, Queens County, New York"," Queens County",3010,0.60857908847185,0.310991957104558,0.0804289544235925
36081039800,"Census Tract 398, Queens County, New York"," Queens County",1731,0.565989847715736,0.312182741116751,0.121827411167513
36081039900,"Census Tract 399, Queens County, New York"," Queens County",4181,0.381548974943052,0.415717539863326,0.202733485193622
36081040000,"Census Tract 400, Queens County, New York"," Queens County",1476,0.506802721088435,0.306122448979592,0.187074829931973
36081040100,"Census Tract 401, Queens County, New York"," Queens County",8193,0.346099290780142,0.367375886524823,0.286524822695035
36081040200,"Census Tract 402, Queens County, New York"," Queens County",1617,0.323232323232323,0.505050505050505,0.171717171717172
36081040300,"Census Tract 403, Queens County, New York"," Queens County",7310,0.38943661971831,0.375352112676056,0.235211267605634
36081040400,"Census Tract 404, Queens County, New York"," Queens County",4316,0.490322580645161,0.347311827956989,0.162365591397849
36081040500,"Census Tract 405, Queens County, New York"," Queens County",3339,0.375987361769352,0.480252764612954,0.143759873617694
36081040700,"Census Tract 407, Queens County, New York"," Queens County",7632,0.357498223169865,0.422174840085288,0.220326936744847
36081040900,"Census Tract 409, Queens County, New York"," Queens County",6017,0.29951690821256,0.446376811594203,0.254106280193237
36081041100,"Census Tract 411, Queens County, New York"," Queens County",3873,0.370473537604457,0.44150417827298,0.188022284122563
36081041300,"Census Tract 413, Queens County, New York"," Queens County",4822,0.159090909090909,0.605263157894737,0.235645933014354
36081041400,"Census Tract 414, Queens County, New York"," Queens County",3677,0.564367816091954,0.397701149425287,0.0379310344827586
36081041500,"Census Tract 415, Queens County, New York"," Queens County",3687,0.46037296037296,0.425407925407925,0.114219114219114
36081042400,"Census Tract 424, Queens County, New York"," Queens County",2612,0.649328859060403,0.166107382550336,0.184563758389262
36081042600,"Census Tract 426, Queens County, New York"," Queens County",512,NA,NA,NA
36081042700,"Census Tract 427, Queens County, New York"," Queens County",5242,0.347457627118644,0.451977401129944,0.200564971751412
36081043200,"Census Tract 432, Queens County, New York"," Queens County",1507,0.42258064516129,0.390322580645161,0.187096774193548
36081043400,"Census Tract 434, Queens County, New York"," Queens County",1708,0.367977528089888,0.446629213483146,0.185393258426966
36081043701,"Census Tract 437.01, Queens County, New York"," Queens County",3780,0.508940852819807,0.353507565337001,0.137551581843191
36081043702,"Census Tract 437.02, Queens County, New York"," Queens County",6213,0.588579795021962,0.297218155197657,0.114202049780381
36081043900,"Census Tract 439, Queens County, New York"," Queens County",4537,0.495327102803738,0.35202492211838,0.152647975077882
36081044000,"Census Tract 440, Queens County, New York"," Queens County",3821,0.482717520858164,0.418355184743743,0.098927294398093
36081044301,"Census Tract 443.01, Queens County, New York"," Queens County",3535,0.665333333333333,0.193333333333333,0.141333333333333
