"GEOID","census_tract","borough","total_population","disability"
36081018501,"Census Tract 185.01, Queens County, New York"," Queens County",3685,0.0648575305291723
36081018502,"Census Tract 185.02, Queens County, New York"," Queens County",3557,0.0551026145628339
36081018600,"Census Tract 186, Queens County, New York"," Queens County",1908,0.109014675052411
36081018700,"Census Tract 187, Queens County, New York"," Queens County",3074,0.0605074821080026
36081018800,"Census Tract 188, Queens County, New York"," Queens County",1476,0.0623306233062331
36081018900,"Census Tract 189, Queens County, New York"," Queens County",3470,0.111239193083573
36081019000,"Census Tract 190, Queens County, New York"," Queens County",2291,0.0838061981667394
36081019200,"Census Tract 192, Queens County, New York"," Queens County",2009,0.13887506222001
36081019400,"Census Tract 194, Queens County, New York"," Queens County",2508,0.0937001594896332
36081019600,"Census Tract 196, Queens County, New York"," Queens County",2756,0.0667634252539913
36081019800,"Census Tract 198, Queens County, New York"," Queens County",2981,0.102985575310299
36081019900,"Census Tract 199, Queens County, New York"," Queens County",1074,0.0364238410596026
36081020200,"Census Tract 202, Queens County, New York"," Queens County",1693,0.0561134081512109
36081020400,"Census Tract 204, Queens County, New York"," Queens County",2195,0.0697038724373576
36081020500,"Census Tract 205, Queens County, New York"," Queens County",994,0.0824949698189135
36081020600,"Census Tract 206, Queens County, New York"," Queens County",1855,0.0884097035040431
36081020800,"Census Tract 208, Queens County, New York"," Queens County",2554,0.0900548159749413
36081021200,"Census Tract 212, Queens County, New York"," Queens County",2362,0.134208298052498
36081021400,"Census Tract 214, Queens County, New York"," Queens County",6415,0.113328137178488
36081021600,"Census Tract 216, Queens County, New York"," Queens County",4373,0.0949005259547222
36081021900,"Census Tract 219, Queens County, New York"," Queens County",4,0
36081022001,"Census Tract 220.01, Queens County, New York"," Queens County",5889,0.0928850399049075
36081022002,"Census Tract 220.02, Queens County, New York"," Queens County",6421,0.0974926023983803
36081022900,"Census Tract 229, Queens County, New York"," Queens County",0,NA
36081023000,"Census Tract 230, Queens County, New York"," Queens County",2430,0.0695473251028807
36081023200,"Census Tract 232, Queens County, New York"," Queens County",5619,0.0827795709132333
36081023500,"Census Tract 235, Queens County, New York"," Queens County",8855,0.0797289666854884
36081023600,"Census Tract 236, Queens County, New York"," Queens County",2707,0.0888559792669382
36081023800,"Census Tract 238, Queens County, New York"," Queens County",4705,0.112221041445271
36081024000,"Census Tract 240, Queens County, New York"," Queens County",6087,0.106292097913586
36081024300,"Census Tract 243, Queens County, New York"," Queens County",6119,0.0643896061447949
36081024500,"Census Tract 245, Queens County, New York"," Queens County",6158,0.0696654758038324
36081024600,"Census Tract 246, Queens County, New York"," Queens County",0,NA
36081024700,"Census Tract 247, Queens County, New York"," Queens County",1574,0.0743329097839898
36081024900,"Census Tract 249, Queens County, New York"," Queens County",5099,0.0598765432098765
36081025100,"Census Tract 251, Queens County, New York"," Queens County",5909,0.0766627178879675
36081025301,"Census Tract 253.01, Queens County, New York"," Queens County",3967,0.0645323922359466
36081025302,"Census Tract 253.02, Queens County, New York"," Queens County",2881,0.0301978479694551
36081025400,"Census Tract 254, Queens County, New York"," Queens County",9094,0.10875302397185
36081025500,"Census Tract 255, Queens County, New York"," Queens County",1423,0.0688685874912157
36081025700,"Census Tract 257, Queens County, New York"," Queens County",1327,0.0693293142426526
36081025800,"Census Tract 258, Queens County, New York"," Queens County",2048,0.05419921875
36081025900,"Census Tract 259, Queens County, New York"," Queens County",3353,0.0793319415448852
36081026000,"Census Tract 260, Queens County, New York"," Queens County",2818,0.0720369056068133
36081026100,"Census Tract 261, Queens County, New York"," Queens County",7098,0.0600169061707523
36081026200,"Census Tract 262, Queens County, New York"," Queens County",1208,0.0993377483443709
36081026300,"Census Tract 263, Queens County, New York"," Queens County",7124,0.0463222908478383
36081026400,"Census Tract 264, Queens County, New York"," Queens County",2365,0.109635974304069
36081026500,"Census Tract 265, Queens County, New York"," Queens County",4127,0.0588805427671432
36081026600,"Census Tract 266, Queens County, New York"," Queens County",1933,0.173823072943611
36081026700,"Census Tract 267, Queens County, New York"," Queens County",6563,0.0596421471172962
36081026901,"Census Tract 269.01, Queens County, New York"," Queens County",5089,0.0571821575948123
36081026902,"Census Tract 269.02, Queens County, New York"," Queens County",4557,0.0553709856035437
36081027000,"Census Tract 270, Queens County, New York"," Queens County",2080,0.09375
36081027100,"Census Tract 271, Queens County, New York"," Queens County",8512,0.0849389097744361
36081027200,"Census Tract 272, Queens County, New York"," Queens County",2432,0.0879934210526316
36081027300,"Census Tract 273, Queens County, New York"," Queens County",8196,0.0613714006832601
36081027400,"Census Tract 274, Queens County, New York"," Queens County",1781,0.0932060640089837
36081027500,"Census Tract 275, Queens County, New York"," Queens County",7489,0.0664975297102417
36081027600,"Census Tract 276, Queens County, New York"," Queens County",1262,0.0816164817749604
36081027700,"Census Tract 277, Queens County, New York"," Queens County",7638,0.0633673736580257
36081027800,"Census Tract 278, Queens County, New York"," Queens County",2437,0.151415675010259
36081027900,"Census Tract 279, Queens County, New York"," Queens County",6233,0.111021979785015
36081028000,"Census Tract 280, Queens County, New York"," Queens County",1775,0.0980281690140845
36081028100,"Census Tract 281, Queens County, New York"," Queens County",4435,0.151747463359639
36081028200,"Census Tract 282, Queens County, New York"," Queens County",1703,0.10921902524956
36081028300,"Census Tract 283, Queens County, New York"," Queens County",7318,0.0769335884121345
36081028400,"Census Tract 284, Queens County, New York"," Queens County",4367,0.0881612090680101
36081028500,"Census Tract 285, Queens County, New York"," Queens County",5120,0.06640625
36081028700,"Census Tract 287, Queens County, New York"," Queens County",6423,0.101821578701541
36081028800,"Census Tract 288, Queens County, New York"," Queens County",4693,0.119128949615713
36081028900,"Census Tract 289, Queens County, New York"," Queens County",5574,0.0308575529242914
36081029100,"Census Tract 291, Queens County, New York"," Queens County",6605,0.0774703557312253
36081029300,"Census Tract 293, Queens County, New York"," Queens County",1217,0.0599835661462613
36081029400,"Census Tract 294, Queens County, New York"," Queens County",6827,0.1097114398711
36081029500,"Census Tract 295, Queens County, New York"," Queens County",3722,0.0746910263299301
36081029700,"Census Tract 297, Queens County, New York"," Queens County",2128,0.0573308270676692
36081029900,"Census Tract 299, Queens County, New York"," Queens County",0,NA
36081030600,"Census Tract 306, Queens County, New York"," Queens County",4058,0.0928853754940712
36081030902,"Census Tract 309.02, Queens County, New York"," Queens County",7894,0.0815782796244608
36081030903,"Census Tract 309.03, Queens County, New York"," Queens County",6441,0.113025927650986
36081030904,"Census Tract 309.04, Queens County, New York"," Queens County",3847,0.104756953470237
36081031700,"Census Tract 317, Queens County, New York"," Queens County",6451,0.0882398632903526
36081032000,"Census Tract 320, Queens County, New York"," Queens County",5330,0.131238095238095
36081032700,"Census Tract 327, Queens County, New York"," Queens County",4112,0.0668774319066148
36081032800,"Census Tract 328, Queens County, New York"," Queens County",2376,0.136784511784512
36081032900,"Census Tract 329, Queens County, New York"," Queens County",4071,0.0781134856300663
36081033000,"Census Tract 330, Queens County, New York"," Queens County",7115,0.108420163334272
36081033100,"Census Tract 331, Queens County, New York"," Queens County",0,NA
36081033401,"Census Tract 334.01, Queens County, New York"," Queens County",3516,0.0790671217292378
36081033402,"Census Tract 334.02, Queens County, New York"," Queens County",13061,0.176096776663349
36081033700,"Census Tract 337, Queens County, New York"," Queens County",3555,0.0511954992967651
36081033900,"Census Tract 339, Queens County, New York"," Queens County",3374,0.0595732068761114
36081034700,"Census Tract 347, Queens County, New York"," Queens County",3394,0.0936947554507955
36081035100,"Census Tract 351, Queens County, New York"," Queens County",4215,0.0543297746144721
36081035200,"Census Tract 352, Queens County, New York"," Queens County",3044,0.115637319316689
36081035300,"Census Tract 353, Queens County, New York"," Queens County",2451,0.0864953080375357
36081035700,"Census Tract 357, Queens County, New York"," Queens County",4204,0.120848237097598
36081035800,"Census Tract 358, Queens County, New York"," Queens County",4094,0.0797455968688845
36081036100,"Census Tract 361, Queens County, New York"," Queens County",2956,0.0605548037889039
36081036300,"Census Tract 363, Queens County, New York"," Queens County",2105,0.0826603325415677
36081036500,"Census Tract 365, Queens County, New York"," Queens County",3822,0.0565149136577708
36081036600,"Census Tract 366, Queens County, New York"," Queens County",3041,0.113778362380796
36081036700,"Census Tract 367, Queens County, New York"," Queens County",2644,0.0555975794251135
36081036800,"Census Tract 368, Queens County, New York"," Queens County",2446,0.0793131643499591
36081037100,"Census Tract 371, Queens County, New York"," Queens County",1789,0.0860816098378983
36081037300,"Census Tract 373, Queens County, New York"," Queens County",2500,0.0696
36081037500,"Census Tract 375, Queens County, New York"," Queens County",3946,0.072478459199189
36081037600,"Census Tract 376, Queens County, New York"," Queens County",5979,0.0981769526676702
36081037700,"Census Tract 377, Queens County, New York"," Queens County",3717,0.062953995157385
36081037900,"Census Tract 379, Queens County, New York"," Queens County",7287,0.0732811856731165
36081038100,"Census Tract 381, Queens County, New York"," Queens County",7798,0.0791228520133368
36081038301,"Census Tract 383.01, Queens County, New York"," Queens County",0,NA
36081038302,"Census Tract 383.02, Queens County, New York"," Queens County",0,NA
36081038400,"Census Tract 384, Queens County, New York"," Queens County",2420,0.0967472894078399
36081039400,"Census Tract 394, Queens County, New York"," Queens County",3010,0.0790697674418605
36081039800,"Census Tract 398, Queens County, New York"," Queens County",1731,0.111496244945118
36081039900,"Census Tract 399, Queens County, New York"," Queens County",4181,0.0380291796221
36081040000,"Census Tract 400, Queens County, New York"," Queens County",1476,0.0907859078590786
36081040100,"Census Tract 401, Queens County, New York"," Queens County",8193,0.0535823263761748
36081040200,"Census Tract 402, Queens County, New York"," Queens County",1617,0.12430426716141
36081040300,"Census Tract 403, Queens County, New York"," Queens County",7310,0.0688098495212038
36081040400,"Census Tract 404, Queens County, New York"," Queens County",4316,0.0991658943466172
36081040500,"Census Tract 405, Queens County, New York"," Queens County",3339,0.0802635519616652
36081040700,"Census Tract 407, Queens County, New York"," Queens County",7632,0.0742924528301887
36081040900,"Census Tract 409, Queens County, New York"," Queens County",6017,0.0935682233671265
36081041100,"Census Tract 411, Queens County, New York"," Queens County",3873,0.0753937516137361
36081041300,"Census Tract 413, Queens County, New York"," Queens County",4822,0.0754873496474492
36081041400,"Census Tract 414, Queens County, New York"," Queens County",3677,0.120478651074245
36081041500,"Census Tract 415, Queens County, New York"," Queens County",3687,0.139137510170871
36081042400,"Census Tract 424, Queens County, New York"," Queens County",2612,0.106049004594181
36081042600,"Census Tract 426, Queens County, New York"," Queens County",512,0.828358208955224
36081042700,"Census Tract 427, Queens County, New York"," Queens County",5242,0.0808851583365128
36081043200,"Census Tract 432, Queens County, New York"," Queens County",1507,0.0805592543275633
36081043400,"Census Tract 434, Queens County, New York"," Queens County",1708,0.0655737704918033
36081043701,"Census Tract 437.01, Queens County, New York"," Queens County",3780,0.138065289008685
36081043702,"Census Tract 437.02, Queens County, New York"," Queens County",6213,0.168356671495252
36081043900,"Census Tract 439, Queens County, New York"," Queens County",4537,0.0332819043420763
36081044000,"Census Tract 440, Queens County, New York"," Queens County",3821,0.145249934572102
36081044301,"Census Tract 443.01, Queens County, New York"," Queens County",3535,0.138048090523338
36081044302,"Census Tract 443.02, Queens County, New York"," Queens County",4748,0.0996208930075821
36081044400,"Census Tract 444, Queens County, New York"," Queens County",3024,0.141203703703704
36081044601,"Census Tract 446.01, Queens County, New York"," Queens County",3119,0.146521320936197
36081044602,"Census Tract 446.02, Queens County, New York"," Queens County",5082,0.109602518693428
36081044800,"Census Tract 448, Queens County, New York"," Queens County",2677,0.057527082555099
36081045000,"Census Tract 450, Queens County, New York"," Queens County",1902,0.0615141955835962
36081045200,"Census Tract 452, Queens County, New York"," Queens County",1009,0.0780730897009967
36081045400,"Census Tract 454, Queens County, New York"," Queens County",4298,0.107491856677524
36081045500,"Census Tract 455, Queens County, New York"," Queens County",13003,0.144197492886257
36081045600,"Census Tract 456, Queens County, New York"," Queens County",1400,0.113571428571429
36081045700,"Census Tract 457, Queens County, New York"," Queens County",2992,0.0949197860962567
36081045800,"Census Tract 458, Queens County, New York"," Queens County",2098,0.0967588179218303
36081045900,"Census Tract 459, Queens County, New York"," Queens County",3923,0.0474126943665562
36081046000,"Census Tract 460, Queens County, New York"," Queens County",5817,0.0642943097816744
36081046100,"Census Tract 461, Queens County, New York"," Queens County",2988,0.0384872824631861
36081046200,"Census Tract 462, Queens County, New York"," Queens County",8760,0.0678909952606635
36081046300,"Census Tract 463, Queens County, New York"," Queens County",3985,0.0466750313676286
36081046400,"Census Tract 464, Queens County, New York"," Queens County",1734,0.0694444444444444
36081046500,"Census Tract 465, Queens County, New York"," Queens County",3680,0.0676630434782609
36081046600,"Census Tract 466, Queens County, New York"," Queens County",3521,0.0746946890088043
36081046700,"Census Tract 467, Queens County, New York"," Queens County",6815,0.0575201760821717
36081046800,"Census Tract 468, Queens County, New York"," Queens County",3171,0.143487858719647
36081046900,"Census Tract 469, Queens County, New York"," Queens County",8205,0.0923826934795856
36081047000,"Census Tract 470, Queens County, New York"," Queens County",3322,0.118904274533414
36081047100,"Census Tract 471, Queens County, New York"," Queens County",4218,0.0779990516832622
36081047200,"Census Tract 472, Queens County, New York"," Queens County",4027,0.0736026563364693
36081047300,"Census Tract 473, Queens County, New York"," Queens County",3710,0.105660377358491
36081047500,"Census Tract 475, Queens County, New York"," Queens County",4570,0.0582056892778993
36081047600,"Census Tract 476, Queens County, New York"," Queens County",1459,0.0822481151473612
36081047800,"Census Tract 478, Queens County, New York"," Queens County",5500,0.133272727272727
36081047900,"Census Tract 479, Queens County, New York"," Queens County",5357,0.0744819861862983
36081048000,"Census Tract 480, Queens County, New York"," Queens County",2932,0.0692360163710778
36081048100,"Census Tract 481, Queens County, New York"," Queens County",6527,0.177723303202084
36081048200,"Census Tract 482, Queens County, New York"," Queens County",1556,0.109986504723347
36081048300,"Census Tract 483, Queens County, New York"," Queens County",4212,0.0743114909781576
36081048400,"Census Tract 484, Queens County, New York"," Queens County",4977,0.108900944343982
36081048500,"Census Tract 485, Queens County, New York"," Queens County",4639,0.0659624919163613
36081048900,"Census Tract 489, Queens County, New York"," Queens County",1651,0.0399757722592368
36081049200,"Census Tract 492, Queens County, New York"," Queens County",4387,0.0924657534246575
36081049301,"Census Tract 493.01, Queens County, New York"," Queens County",1933,0.0610450077599586
36081049302,"Census Tract 493.02, Queens County, New York"," Queens County",2376,0.0981201283814764
36081049500,"Census Tract 495, Queens County, New York"," Queens County",1283,0.0607950116913484
36081049600,"Census Tract 496, Queens County, New York"," Queens County",3110,0.141800643086817
36081049700,"Census Tract 497, Queens County, New York"," Queens County",2675,0.0874766355140187
36081049900,"Census Tract 499, Queens County, New York"," Queens County",4980,0.0927710843373494
36081050000,"Census Tract 500, Queens County, New York"," Queens County",4444,0.151677199805542
36081050201,"Census Tract 502.01, Queens County, New York"," Queens County",1427,0.0805886475122635
36081050202,"Census Tract 502.02, Queens County, New York"," Queens County",1357,0.104642593957259
36081050400,"Census Tract 504, Queens County, New York"," Queens County",2018,0.12784935579782
36081050500,"Census Tract 505, Queens County, New York"," Queens County",1456,0.108516483516484
36081050600,"Census Tract 506, Queens County, New York"," Queens County",1686,0.131216297183942
36081050700,"Census Tract 507, Queens County, New York"," Queens County",3580,0.0829608938547486
36081050800,"Census Tract 508, Queens County, New York"," Queens County",2072,0.108590733590734
36081051000,"Census Tract 510, Queens County, New York"," Queens County",2096,0.110687022900763
36081051100,"Census Tract 511, Queens County, New York"," Queens County",1961,0.0810810810810811
36081051200,"Census Tract 512, Queens County, New York"," Queens County",2925,0.110769230769231
36081051300,"Census Tract 513, Queens County, New York"," Queens County",2023,0.0548690064260999
36081051500,"Census Tract 515, Queens County, New York"," Queens County",2693,0.0939472707018195
36081051600,"Census Tract 516, Queens County, New York"," Queens County",1866,0.12379421221865
36081051700,"Census Tract 517, Queens County, New York"," Queens County",1777,0.052335396736072
36081051800,"Census Tract 518, Queens County, New York"," Queens County",2441,0.0766079475624744
36081052000,"Census Tract 520, Queens County, New York"," Queens County",1640,0.102216748768473
36081052100,"Census Tract 521, Queens County, New York"," Queens County",1744,0.0676605504587156
36081052200,"Census Tract 522, Queens County, New York"," Queens County",1854,0.0922330097087379
36081052400,"Census Tract 524, Queens County, New York"," Queens County",1626,0.125461254612546
36081052500,"Census Tract 525, Queens County, New York"," Queens County",1840,0.0385869565217391
36081052600,"Census Tract 526, Queens County, New York"," Queens County",1980,0.0757575757575758
36081052800,"Census Tract 528, Queens County, New York"," Queens County",1509,0.196819085487078
36081053000,"Census Tract 530, Queens County, New York"," Queens County",2311,0.116399826914756
36081053100,"Census Tract 531, Queens County, New York"," Queens County",2785,0.066427289048474
36081053200,"Census Tract 532, Queens County, New York"," Queens County",1699,0.100647439670394
36081053401,"Census Tract 534.01, Queens County, New York"," Queens County",2016,0.101190476190476
36081053500,"Census Tract 535, Queens County, New York"," Queens County",1328,0.0609939759036145
36081053601,"Census Tract 536.01, Queens County, New York"," Queens County",1759,0.091529277998863
36081053800,"Census Tract 538, Queens County, New York"," Queens County",1720,0.136627906976744
36081053900,"Census Tract 539, Queens County, New York"," Queens County",4338,0.0437989857076994
36081054000,"Census Tract 540, Queens County, New York"," Queens County",4354,0.0869365225390984
36081054200,"Census Tract 542, Queens County, New York"," Queens County",5482,0.0690284879474069
36081054500,"Census Tract 545, Queens County, New York"," Queens County",3813,0.0597954366640441
36081054700,"Census Tract 547, Queens County, New York"," Queens County",5382,0.0434782608695652
36081054800,"Census Tract 548, Queens County, New York"," Queens County",2316,0.0669257340241796
36081054900,"Census Tract 549, Queens County, New York"," Queens County",5503,0.0465498357064622
36081055100,"Census Tract 551, Queens County, New York"," Queens County",4932,0.0928629359286294
36081055200,"Census Tract 552, Queens County, New York"," Queens County",3006,0.0875937286980232
36081055300,"Census Tract 553, Queens County, New York"," Queens County",2436,0.0509031198686371
36081055400,"Census Tract 554, Queens County, New York"," Queens County",2344,0.0558873720136519
36081055500,"Census Tract 555, Queens County, New York"," Queens County",2348,0.0775862068965517
36081055600,"Census Tract 556, Queens County, New York"," Queens County",2453,0.0839788014675907
36081055700,"Census Tract 557, Queens County, New York"," Queens County",3781,0.0383496429516001
36081055800,"Census Tract 558, Queens County, New York"," Queens County",1763,0.0873511060692002
36081055900,"Census Tract 559, Queens County, New York"," Queens County",1401,0.0499643112062812
36081056000,"Census Tract 560, Queens County, New York"," Queens County",1651,0.0502725620835857
36081056100,"Census Tract 561, Queens County, New York"," Queens County",120,0.0333333333333333
36081056200,"Census Tract 562, Queens County, New York"," Queens County",1655,0.0761329305135952
36081056400,"Census Tract 564, Queens County, New York"," Queens County",1582,0.0828065739570164
36081056500,"Census Tract 565, Queens County, New York"," Queens County",1380,0.0355072463768116
36081056600,"Census Tract 566, Queens County, New York"," Queens County",1703,0.0704638872577804
36081056700,"Census Tract 567, Queens County, New York"," Queens County",4231,0.039706925076814
36081056800,"Census Tract 568, Queens County, New York"," Queens County",4439,0.0853713768115942
36081057700,"Census Tract 577, Queens County, New York"," Queens County",3797,0.0682117461153542
36081057900,"Census Tract 579, Queens County, New York"," Queens County",1610,0.103726708074534
36081058000,"Census Tract 580, Queens County, New York"," Queens County",3565,0.1214848143982
36081058100,"Census Tract 581, Queens County, New York"," Queens County",2875,0.0674782608695652
36081058200,"Census Tract 582, Queens County, New York"," Queens County",5054,0.106549168836371
36081058300,"Census Tract 583, Queens County, New York"," Queens County",3327,0.0522993688007214
36081058500,"Census Tract 585, Queens County, New York"," Queens County",4476,0.0359389038634322
36081058700,"Census Tract 587, Queens County, New York"," Queens County",3421,0.0377082724349605
36081058900,"Census Tract 589, Queens County, New York"," Queens County",4165,0.0429771908763505
36081059000,"Census Tract 590, Queens County, New York"," Queens County",1428,0.128851540616246
36081059100,"Census Tract 591, Queens County, New York"," Queens County",5210,0.0571976967370441
36081059200,"Census Tract 592, Queens County, New York"," Queens County",1128,0.076241134751773
36081059300,"Census Tract 593, Queens County, New York"," Queens County",4192,0.0648854961832061
36081059400,"Census Tract 594, Queens County, New York"," Queens County",1553,0.130070830650354
36081059500,"Census Tract 595, Queens County, New York"," Queens County",4435,0.0620067643742954
36081059600,"Census Tract 596, Queens County, New York"," Queens County",1465,0.0866894197952218
36081059800,"Census Tract 598, Queens County, New York"," Queens County",1727,0.0799073537927041
36081059900,"Census Tract 599, Queens County, New York"," Queens County",1376,0.143168604651163
36081060000,"Census Tract 600, Queens County, New York"," Queens County",1086,0.107734806629834
36081060100,"Census Tract 601, Queens County, New York"," Queens County",1955,0.0971867007672634
36081060300,"Census Tract 603, Queens County, New York"," Queens County",2006,0.0672981056829512
36081060600,"Census Tract 606, Queens County, New York"," Queens County",1393,0.0753768844221105
36081060701,"Census Tract 607.01, Queens County, New York"," Queens County",16,0
36081060800,"Census Tract 608, Queens County, New York"," Queens County",1662,0.0974576271186441
36081061000,"Census Tract 610, Queens County, New York"," Queens County",1556,0.113110539845758
36081061200,"Census Tract 612, Queens County, New York"," Queens County",1528,0.0900723208415516
36081061301,"Census Tract 613.01, Queens County, New York"," Queens County",6281,0.0800827893647508
36081061302,"Census Tract 613.02, Queens County, New York"," Queens County",15,0
36081061400,"Census Tract 614, Queens County, New York"," Queens County",1321,0.0766894457099468
36081061601,"Census Tract 616.01, Queens County, New York"," Queens County",2384,0.0822147651006711
36081061602,"Census Tract 616.02, Queens County, New York"," Queens County",1275,0.134117647058824
36081061800,"Census Tract 618, Queens County, New York"," Queens County",1876,0.0868869936034115
36081061900,"Census Tract 619, Queens County, New York"," Queens County",2738,0.105282465150404
36081062000,"Census Tract 620, Queens County, New York"," Queens County",1518,0.123188405797101
36081062100,"Census Tract 621, Queens County, New York"," Queens County",2589,0.0961761297798378
36081062200,"Census Tract 622, Queens County, New York"," Queens County",1653,0.0828796128251664
36081062300,"Census Tract 623, Queens County, New York"," Queens County",2049,0.0746705710102489
36081062400,"Census Tract 624, Queens County, New York"," Queens County",0,NA
36081062500,"Census Tract 625, Queens County, New York"," Queens County",2586,0.0699922660479505
36081062600,"Census Tract 626, Queens County, New York"," Queens County",3096,0.106912144702842
36081062700,"Census Tract 627, Queens County, New York"," Queens County",2917,0.0665066849502914
36081062900,"Census Tract 629, Queens County, New York"," Queens County",3086,0.0772490221642764
36081063000,"Census Tract 630, Queens County, New York"," Queens County",1865,0.139946380697051
36081063200,"Census Tract 632, Queens County, New York"," Queens County",2459,0.0894672631150874
36081063301,"Census Tract 633.01, Queens County, New York"," Queens County",1450,0.0755370755370755
36081063302,"Census Tract 633.02, Queens County, New York"," Queens County",1490,0.109395973154362
36081063500,"Census Tract 635, Queens County, New York"," Queens County",2636,0.08649468892261
36081063700,"Census Tract 637, Queens County, New York"," Queens County",3199,0.0737730540793998
36081063800,"Census Tract 638, Queens County, New York"," Queens County",4113,0.0594397076735688
36081063900,"Census Tract 639, Queens County, New York"," Queens County",2551,0.151705213641709
36081064101,"Census Tract 641.01, Queens County, New York"," Queens County",2038,0.186457311089303
36081064102,"Census Tract 641.02, Queens County, New York"," Queens County",154,0.142857142857143
36081064500,"Census Tract 645, Queens County, New York"," Queens County",1948,0.095482546201232
36081064600,"Census Tract 646, Queens County, New York"," Queens County",3121,0.0893944248638257
36081065000,"Census Tract 650, Queens County, New York"," Queens County",3070,0.125081433224756
36081065400,"Census Tract 654, Queens County, New York"," Queens County",3128,0.0879156010230179
36081065501,"Census Tract 655.01, Queens County, New York"," Queens County",0,NA
36081065600,"Census Tract 656, Queens County, New York"," Queens County",5230,0.0565965583173996
36081065702,"Census Tract 657.02, Queens County, New York"," Queens County",1761,0.097671777399205
36081065703,"Census Tract 657.03, Queens County, New York"," Queens County",2783,0.0901904419690981
36081065900,"Census Tract 659, Queens County, New York"," Queens County",1765,0.0764872521246459
36081066000,"Census Tract 660, Queens County, New York"," Queens County",3674,0.0492651061513337
36081066100,"Census Tract 661, Queens County, New York"," Queens County",1469,0.157249829816202
36081066300,"Census Tract 663, Queens County, New York"," Queens County",2463,0.0828258221680877
36081066400,"Census Tract 664, Queens County, New York"," Queens County",10018,0.0697744060690757
36081066501,"Census Tract 665.01, Queens County, New York"," Queens County",3400,0.0832352941176471
36081066701,"Census Tract 667.01, Queens County, New York"," Queens County",2280,0.0491228070175439
36081066900,"Census Tract 669, Queens County, New York"," Queens County",1602,0.0948813982521848
36081067100,"Census Tract 671, Queens County, New York"," Queens County",2129,0.104990583804143
36081067700,"Census Tract 677, Queens County, New York"," Queens County",1826,0.0747252747252747
36081067900,"Census Tract 679, Queens County, New York"," Queens County",3772,0.10014684287812
36081068000,"Census Tract 680, Queens County, New York"," Queens County",5064,0.0979462875197472
36081068200,"Census Tract 682, Queens County, New York"," Queens County",1278,0.145539906103286
36081068300,"Census Tract 683, Queens County, New York"," Queens County",4499,0.147899910634495
36081068700,"Census Tract 687, Queens County, New York"," Queens County",4703,0.0971720178609398
36081069000,"Census Tract 690, Queens County, New York"," Queens County",3460,0.0601156069364162
36081069300,"Census Tract 693, Queens County, New York"," Queens County",2864,0.0817039106145251
36081069400,"Census Tract 694, Queens County, New York"," Queens County",3687,0.0809705561613959
36081069500,"Census Tract 695, Queens County, New York"," Queens County",1773,0.0738860688099267
36081069701,"Census Tract 697.01, Queens County, New York"," Queens County",3990,0.0758603365988445
36081069702,"Census Tract 697.02, Queens County, New York"," Queens County",3548,0.0992108229988726
36081070300,"Census Tract 703, Queens County, New York"," Queens County",2007,0.083208769307424
36081070700,"Census Tract 707, Queens County, New York"," Queens County",2262,0.133068081343943
36081070900,"Census Tract 709, Queens County, New York"," Queens County",2555,0.0700587084148728
36081071100,"Census Tract 711, Queens County, New York"," Queens County",5948,0.146632566069906
36081071303,"Census Tract 713.03, Queens County, New York"," Queens County",5318,0.0906355772846935
36081071304,"Census Tract 713.04, Queens County, New York"," Queens County",6191,0.137942174123728
36081071305,"Census Tract 713.05, Queens County, New York"," Queens County",4841,0.110514356537905
36081071306,"Census Tract 713.06, Queens County, New York"," Queens County",6256,0.114929667519182
36081071600,"Census Tract 716, Queens County, New York"," Queens County",0,NA
36081071701,"Census Tract 717.01, Queens County, New York"," Queens County",5571,0.171961945790702
36081071702,"Census Tract 717.02, Queens County, New York"," Queens County",3865,0.127037516170763
36081071900,"Census Tract 719, Queens County, New York"," Queens County",2587,0.148821028218013
36081072100,"Census Tract 721, Queens County, New York"," Queens County",4751,0.154072826773311
36081072300,"Census Tract 723, Queens County, New York"," Queens County",1965,0.0910941475826972
36081072900,"Census Tract 729, Queens County, New York"," Queens County",1147,0.0871839581517001
36081073100,"Census Tract 731, Queens County, New York"," Queens County",1501,0.0968603874415498
36081073700,"Census Tract 737, Queens County, New York"," Queens County",1748,0.127574370709382
36081073900,"Census Tract 739, Queens County, New York"," Queens County",5442,0.106120902027667
36081074100,"Census Tract 741, Queens County, New York"," Queens County",3021,0.0820920225091029
36081074300,"Census Tract 743, Queens County, New York"," Queens County",4654,0.10077352814783
36081074500,"Census Tract 745, Queens County, New York"," Queens County",3836,0.172054223149114
36081074700,"Census Tract 747, Queens County, New York"," Queens County",3433,0.0643751820565103
36081074900,"Census Tract 749, Queens County, New York"," Queens County",1488,0.0961021505376344
36081075701,"Census Tract 757.01, Queens County, New York"," Queens County",5053,0.10963783890758
36081075702,"Census Tract 757.02, Queens County, New York"," Queens County",4565,0.0999306037473976
36081076901,"Census Tract 769.01, Queens County, New York"," Queens County",4172,0.0711888782358581
36081076902,"Census Tract 769.02, Queens County, New York"," Queens County",1486,0.103308575286968
36081077300,"Census Tract 773, Queens County, New York"," Queens County",2189,0.142074006395614
36081077500,"Census Tract 775, Queens County, New York"," Queens County",2014,0.139026812313803
36081077902,"Census Tract 779.02, Queens County, New York"," Queens County",5382,0.0850984764028242
36081077903,"Census Tract 779.03, Queens County, New York"," Queens County",3130,0.0386581469648562
36081077904,"Census Tract 779.04, Queens County, New York"," Queens County",6812,0.0636577477212585
