"GEOID","census_tract","borough","total_population","total","car_alone","car_pooled","public","walked"
36005020200,"Census Tract 202, Bronx County, New York"," Bronx County",2232,931,0.270676691729323,0.0644468313641246,0.596133190118153,0.0440386680988185
36005020400,"Census Tract 204, Bronx County, New York"," Bronx County",3131,1382,0.227930535455861,0.114327062228654,0.516642547033285,0.0955137481910275
36005020501,"Census Tract 205.01, Bronx County, New York"," Bronx County",7030,2434,0.146672144617913,0.0649137222678718,0.645850451930978,0.124486442070666
36005020502,"Census Tract 205.02, Bronx County, New York"," Bronx County",2123,719,0.228094575799722,0.0264255910987483,0.680111265646732,0.0264255910987483
36005020601,"Census Tract 206.01, Bronx County, New York"," Bronx County",2724,1350,0.172592592592593,0.0533333333333333,0.692592592592593,0.0496296296296296
36005020900,"Census Tract 209, Bronx County, New York"," Bronx County",4351,1865,0.197319034852547,0.0193029490616622,0.657908847184987,0.0380697050938338
36005021001,"Census Tract 210.01, Bronx County, New York"," Bronx County",9254,4461,0.208921766420085,0.0338489127998207,0.668459986550101,0.0421430172607039
36005021002,"Census Tract 210.02, Bronx County, New York"," Bronx County",6416,3186,0.15473948524796,0.0521029504080352,0.666352793471437,0.0580665411173886
36005021100,"Census Tract 211, Bronx County, New York"," Bronx County",5506,1849,0.160627366143862,0.0854515954570038,0.604651162790698,0.107084910762574
36005021200,"Census Tract 212, Bronx County, New York"," Bronx County",5257,2300,0.180869565217391,0.0195652173913043,0.660869565217391,0.0973913043478261
36005021301,"Census Tract 213.01, Bronx County, New York"," Bronx County",1194,462,0.166666666666667,0.0108225108225108,0.595238095238095,0.136363636363636
36005021302,"Census Tract 213.02, Bronx County, New York"," Bronx County",6061,2108,0.121916508538899,0.0536053130929791,0.668406072106262,0.155597722960152
36005021501,"Census Tract 215.01, Bronx County, New York"," Bronx County",4726,1487,0.165433759246806,0.0403496973772697,0.724277067921991,0.047074646940148
36005021502,"Census Tract 215.02, Bronx County, New York"," Bronx County",6013,2157,0.163189615206305,0.0101993509503941,0.671766342141864,0.0751043115438109
36005021601,"Census Tract 216.01, Bronx County, New York"," Bronx County",4137,1538,0.169050715214564,0.0377113133940182,0.694408322496749,0.05851755526658
36005021602,"Census Tract 216.02, Bronx County, New York"," Bronx County",6243,2955,0.137732656514382,0.0297800338409475,0.745516074450085,0.0534686971235195
36005021700,"Census Tract 217, Bronx County, New York"," Bronx County",5000,1933,0.146404552509053,0.0569063631660631,0.66890843248836,0.0713916192446974
36005021800,"Census Tract 218, Bronx County, New York"," Bronx County",6882,2813,0.240668325630999,0.0252399573409172,0.565588339850693,0.0831852115179524
36005021900,"Census Tract 219, Bronx County, New York"," Bronx County",1277,590,0.115254237288136,0.0661016949152542,0.688135593220339,0.0779661016949153
36005022000,"Census Tract 220, Bronx County, New York"," Bronx County",2176,842,0.0570071258907363,0.0332541567695962,0.815914489311164,0.0665083135391924
36005022101,"Census Tract 221.01, Bronx County, New York"," Bronx County",3884,1513,0.0898876404494382,0.0244547257105089,0.734963648380701,0.0806345009914078
36005022102,"Census Tract 221.02, Bronx County, New York"," Bronx County",5010,1569,0.149139579349904,0.00509878903760357,0.764181007010835,0.029955385595921
36005022200,"Census Tract 222, Bronx County, New York"," Bronx County",3414,1603,0.223331253898939,0.0704928259513412,0.658140985651903,0.0230817217716781
36005022300,"Census Tract 223, Bronx County, New York"," Bronx County",5108,1950,0.16,0.0317948717948718,0.684615384615385,0.0820512820512821
36005022401,"Census Tract 224.01, Bronx County, New York"," Bronx County",2652,1210,0.127272727272727,0.0479338842975207,0.710743801652893,0.0776859504132231
36005022403,"Census Tract 224.03, Bronx County, New York"," Bronx County",3502,1493,0.0790354989953115,0.0241125251172137,0.657736101808439,0.0810448760884126
36005022404,"Census Tract 224.04, Bronx County, New York"," Bronx County",4187,2111,0.165798199905258,0.0549502605400284,0.638086215063951,0.0914258645191852
36005022500,"Census Tract 225, Bronx County, New York"," Bronx County",8066,2835,0.0811287477954145,0.0705467372134039,0.72663139329806,0.0857142857142857
36005022701,"Census Tract 227.01, Bronx County, New York"," Bronx County",5917,2428,0.147446457990115,0.0700164744645799,0.6000823723229,0.127677100494234
36005022702,"Census Tract 227.02, Bronx County, New York"," Bronx County",1485,603,0.117744610281924,0,0.684908789386401,0.0812603648424544
36005022703,"Census Tract 227.03, Bronx County, New York"," Bronx County",1871,819,0.0598290598290598,0.0757020757020757,0.623931623931624,0.217338217338217
36005022800,"Census Tract 228, Bronx County, New York"," Bronx County",6231,2932,0.159276944065484,0.050818553888131,0.599590723055935,0.115279672578445
36005022901,"Census Tract 229.01, Bronx County, New York"," Bronx County",5568,2046,0.125610948191593,0.0102639296187683,0.636852394916911,0.15347018572825
